ensembl_gene_id	n_pubmed_ids
ENSG00000198521	15
ENSG00000198522	38
ENSG00000198523	137
ENSG00000198535	11
ENSG00000198538	8
ENSG00000198542	19
ENSG00000198546	8
ENSG00000198551	11
ENSG00000198553	14
ENSG00000198554	47
ENSG00000198556	5
ENSG00000198561	263
ENSG00000198563	115
ENSG00000198569	20
ENSG00000198570	16
ENSG00000198573	20
ENSG00000198574	26
ENSG00000198576	29
ENSG00000198585	20
ENSG00000198586	48
ENSG00000198589	40
ENSG00000198590	6
ENSG00000198597	21
ENSG00000198598	32
ENSG00000198601	3
ENSG00000198604	43
ENSG00000198610	43
ENSG00000198612	82
ENSG00000198624	12
ENSG00000198625	254
ENSG00000198626	214
ENSG00000198633	1
ENSG00000198642	23
ENSG00000198643	13
ENSG00000198646	74
ENSG00000198648	80
ENSG00000198650	31
ENSG00000198663	19
ENSG00000198668	448
ENSG00000198670	340
ENSG00000198673	15
ENSG00000198674	2
ENSG00000198677	24
ENSG00000198680	16
ENSG00000198681	72
ENSG00000198682	33
ENSG00000198689	38
ENSG00000198690	34
ENSG00000198691	206
ENSG00000198692	27
ENSG00000198700	47
ENSG00000198704	10
ENSG00000198707	105
ENSG00000198715	14
ENSG00000198718	9
ENSG00000198719	97
ENSG00000198720	13
ENSG00000198721	42
ENSG00000198722	34
ENSG00000198723	4
ENSG00000198728	61
ENSG00000198729	17
ENSG00000198730	54
ENSG00000198732	28
ENSG00000198734	1261
ENSG00000198736	24
ENSG00000198739	15
ENSG00000198740	22
ENSG00000198742	145
ENSG00000198743	27
ENSG00000198746	7
ENSG00000198752	33
ENSG00000198753	16
ENSG00000198754	10
ENSG00000198755	68
ENSG00000198756	18
ENSG00000198758	17
ENSG00000198759	15
ENSG00000198765	17
ENSG00000198768	8
ENSG00000198771	7
ENSG00000198774	12
ENSG00000198780	8
ENSG00000198783	19
ENSG00000198785	86
ENSG00000198791	79
ENSG00000198792	14
ENSG00000198793	1738
ENSG00000198794	19
ENSG00000198795	26
ENSG00000198796	6
ENSG00000198797	11
ENSG00000198798	9
ENSG00000198799	26
ENSG00000198805	80
ENSG00000198807	92
ENSG00000198812	11
ENSG00000198814	32
ENSG00000198815	18
ENSG00000198816	8
ENSG00000198818	6
ENSG00000198821	229
ENSG00000198822	93
ENSG00000198824	33
ENSG00000198825	17
ENSG00000198826	20
ENSG00000198829	23
ENSG00000198830	51
ENSG00000198832	11
ENSG00000198833	40
ENSG00000198835	30
ENSG00000198836	230
ENSG00000198837	8
ENSG00000198838	51
ENSG00000198839	19
ENSG00000198841	7
ENSG00000198842	7
ENSG00000198843	17
ENSG00000198844	17
ENSG00000198846	32
ENSG00000198848	101
ENSG00000198851	144
ENSG00000198853	21
ENSG00000198854	14
ENSG00000198855	14
ENSG00000198856	13
ENSG00000198858	3
ENSG00000198860	21
ENSG00000198862	29
ENSG00000198863	10
ENSG00000198865	2
ENSG00000198870	10
ENSG00000198873	96
ENSG00000198874	14
ENSG00000198876	18
ENSG00000198879	12
ENSG00000198881	12
ENSG00000198883	7
ENSG00000198885	8
ENSG00000198887	33
ENSG00000198889	5
ENSG00000198890	68
ENSG00000198892	6
ENSG00000198894	17
ENSG00000198898	44
ENSG00000198900	307
ENSG00000198901	67
ENSG00000198908	10
ENSG00000198909	90
ENSG00000198910	254
ENSG00000198911	187
ENSG00000198912	10
ENSG00000198914	16
ENSG00000198915	11
ENSG00000198917	19
ENSG00000198918	23
ENSG00000198919	25
ENSG00000198920	19
ENSG00000198924	25
ENSG00000198925	46
ENSG00000198929	106
ENSG00000198930	8
ENSG00000198931	62
ENSG00000198932	30
ENSG00000198933	23
ENSG00000198934	13
ENSG00000198937	11
ENSG00000198939	7
ENSG00000198944	7
ENSG00000198945	30
ENSG00000198947	437
ENSG00000198948	5
ENSG00000198951	38
ENSG00000198952	36
ENSG00000198954	33
ENSG00000198959	406
ENSG00000198960	9
ENSG00000198961	32
ENSG00000198963	34
ENSG00000198964	50
ENSG00000198965	4
ENSG00000198967	5
ENSG00000203326	4
ENSG00000203485	48
ENSG00000203499	7
ENSG00000203618	72
ENSG00000203661	4
ENSG00000203663	5
ENSG00000203666	9
ENSG00000203667	20
ENSG00000203668	25
ENSG00000203685	9
ENSG00000203690	10
ENSG00000203697	12
ENSG00000203705	7
ENSG00000203710	206
ENSG00000203722	22
ENSG00000203724	5
ENSG00000203727	4
ENSG00000203733	3
ENSG00000203734	5
ENSG00000203737	12
ENSG00000203740	5
ENSG00000203747	405
ENSG00000203756	1
ENSG00000203757	3
ENSG00000203760	37
ENSG00000203772	13
ENSG00000203778	1
ENSG00000203780	17
ENSG00000203782	45
ENSG00000203783	1
ENSG00000203784	9
ENSG00000203785	15
ENSG00000203786	20
ENSG00000203791	5
ENSG00000203797	22
ENSG00000203805	8
ENSG00000203811	136
ENSG00000203812	61
ENSG00000203814	24
ENSG00000203818	28
ENSG00000203837	2
ENSG00000203852	69
ENSG00000203857	96
ENSG00000203859	99
ENSG00000203867	20
ENSG00000203870	4
ENSG00000203872	3
ENSG00000203877	14
ENSG00000203879	77
ENSG00000203880	15
ENSG00000203883	45
ENSG00000203896	19
ENSG00000203907	4
ENSG00000203908	15
ENSG00000203909	11
ENSG00000203910	2
ENSG00000203923	2
ENSG00000203926	13
ENSG00000203933	2
ENSG00000203942	10
ENSG00000203943	6
ENSG00000203950	11
ENSG00000203952	3
ENSG00000203963	7
ENSG00000203965	9
ENSG00000203970	3
ENSG00000203972	6
ENSG00000203985	4
ENSG00000203989	1
ENSG00000203995	6
ENSG00000204001	4
ENSG00000204006	3
ENSG00000204007	10
ENSG00000204010	6
ENSG00000204019	6
ENSG00000204020	4
ENSG00000204021	2
ENSG00000204022	3
ENSG00000204025	5
ENSG00000204033	3
ENSG00000204052	3
ENSG00000204065	6
ENSG00000204070	6
ENSG00000204071	6
ENSG00000204084	30
ENSG00000204086	21
ENSG00000204099	24
ENSG00000204103	77
ENSG00000204104	25
ENSG00000204116	5
ENSG00000204120	76
ENSG00000204128	5
ENSG00000204130	15
ENSG00000204131	5
ENSG00000204138	22
ENSG00000204140	6
ENSG00000204147	4
ENSG00000204149	2
ENSG00000204152	16
ENSG00000204160	9
ENSG00000204161	3
ENSG00000204165	3
ENSG00000204172	3
ENSG00000204174	28
ENSG00000204175	11
ENSG00000204176	8
ENSG00000204178	21
ENSG00000204179	9
ENSG00000204183	1
ENSG00000204186	11
ENSG00000204193	6
ENSG00000204195	4
ENSG00000204209	255
ENSG00000204217	252
ENSG00000204219	13
ENSG00000204220	41
ENSG00000204227	89
ENSG00000204228	32
ENSG00000204231	88
ENSG00000204237	6
ENSG00000204246	5
ENSG00000204248	66
ENSG00000204252	83
ENSG00000204256	80
ENSG00000204257	111
ENSG00000204262	55
ENSG00000204264	141
ENSG00000204267	196
ENSG00000204271	14
ENSG00000204272	3
ENSG00000204278	2
ENSG00000204279	6
ENSG00000204287	266
ENSG00000204290	92
ENSG00000204291	40
ENSG00000204296	43
ENSG00000204300	3
ENSG00000204301	160
ENSG00000204304	45
ENSG00000204305	805
ENSG00000204308	46
ENSG00000204310	37
ENSG00000204311	20
ENSG00000204314	11
ENSG00000204315	24
ENSG00000204316	30
ENSG00000204323	5
ENSG00000204334	2
ENSG00000204335	8
ENSG00000204344	24
ENSG00000204345	6
ENSG00000204347	1
ENSG00000204348	21
ENSG00000204351	55
ENSG00000204352	2
ENSG00000204356	62
ENSG00000204361	2
ENSG00000204363	2
ENSG00000204366	12
ENSG00000204370	145
ENSG00000204371	191
ENSG00000204379	31
ENSG00000204381	15
ENSG00000204382	33
ENSG00000204385	30
ENSG00000204386	94
ENSG00000204387	13
ENSG00000204388	237
ENSG00000204389	563
ENSG00000204390	150
ENSG00000204392	42
ENSG00000204394	52
ENSG00000204396	12
ENSG00000204397	14
ENSG00000204406	32
ENSG00000204410	50
ENSG00000204414	14
ENSG00000204420	21
ENSG00000204421	12
ENSG00000204424	5
ENSG00000204427	31
ENSG00000204428	5
ENSG00000204435	256
ENSG00000204438	27
ENSG00000204439	14
ENSG00000204442	15
ENSG00000204444	110
ENSG00000204449	5
ENSG00000204450	2
ENSG00000204463	148
ENSG00000204469	82
ENSG00000204472	79
ENSG00000204475	86
ENSG00000204478	3
ENSG00000204479	3
ENSG00000204480	3
ENSG00000204481	1
ENSG00000204482	40
ENSG00000204498	57
ENSG00000204501	4
ENSG00000204505	4
ENSG00000204510	2
ENSG00000204511	7
ENSG00000204514	4
ENSG00000204516	166
ENSG00000204518	3
ENSG00000204519	6
ENSG00000204520	473
ENSG00000204524	3
ENSG00000204525	934
ENSG00000204531	534
ENSG00000204532	1
ENSG00000204536	51
ENSG00000204538	13
ENSG00000204539	77
ENSG00000204540	31
ENSG00000204542	16
ENSG00000204544	22
ENSG00000204548	6
ENSG00000204560	41
ENSG00000204564	12
ENSG00000204568	42
ENSG00000204569	56
ENSG00000204571	2
ENSG00000204572	2
ENSG00000204574	56
ENSG00000204576	15
ENSG00000204577	23
ENSG00000204580	152
ENSG00000204583	4
ENSG00000204590	21
ENSG00000204592	291
ENSG00000204595	2
ENSG00000204599	31
ENSG00000204604	10
ENSG00000204610	24
ENSG00000204611	9
ENSG00000204612	2
ENSG00000204613	16
ENSG00000204614	9
ENSG00000204616	32
ENSG00000204618	19
ENSG00000204619	36
ENSG00000204624	12
ENSG00000204628	320
ENSG00000204632	796
ENSG00000204634	14
ENSG00000204640	10
ENSG00000204642	124
ENSG00000204644	18
ENSG00000204653	6
ENSG00000204655	75
ENSG00000204657	15
ENSG00000204659	2
ENSG00000204661	5
ENSG00000204669	3
ENSG00000204671	73
ENSG00000204673	57
ENSG00000204677	5
ENSG00000204681	127
ENSG00000204682	5
ENSG00000204683	4
ENSG00000204687	9
ENSG00000204688	11
ENSG00000204694	6
ENSG00000204695	5
ENSG00000204700	10
ENSG00000204701	14
ENSG00000204703	9
ENSG00000204704	11
ENSG00000204710	4
ENSG00000204711	8
ENSG00000204713	88
ENSG00000204740	12
ENSG00000204764	14
ENSG00000204767	4
ENSG00000204779	4
ENSG00000204815	15
ENSG00000204822	18
ENSG00000204839	5
ENSG00000204842	182
ENSG00000204843	187
ENSG00000204849	3
ENSG00000204851	4
ENSG00000204852	22
ENSG00000204856	7
ENSG00000204859	21
ENSG00000204866	6
ENSG00000204869	3
ENSG00000204873	6
ENSG00000204880	5
ENSG00000204882	7
ENSG00000204887	3
ENSG00000204889	9
ENSG00000204897	10
ENSG00000204899	10
ENSG00000204909	6
ENSG00000204913	6
ENSG00000204918	1
ENSG00000204919	6
ENSG00000204920	12
ENSG00000204922	12
ENSG00000204923	5
ENSG00000204928	2
ENSG00000204930	3
ENSG00000204936	78
ENSG00000204941	21
ENSG00000204946	11
ENSG00000204947	6
ENSG00000204950	3
ENSG00000204952	4
ENSG00000204954	3
ENSG00000204956	8
ENSG00000204960	2
ENSG00000204961	15
ENSG00000204962	12
ENSG00000204963	12
ENSG00000204965	13
ENSG00000204967	14
ENSG00000204969	16
ENSG00000204970	15
ENSG00000204977	32
ENSG00000204978	1
ENSG00000204979	2
ENSG00000204983	185
ENSG00000204991	11
ENSG00000205002	3
ENSG00000205022	4
ENSG00000205029	3
ENSG00000205030	4
ENSG00000205038	8
ENSG00000205045	10
ENSG00000205057	1
ENSG00000205060	17
ENSG00000205076	71
ENSG00000205078	1
ENSG00000205084	19
ENSG00000205085	4
ENSG00000205089	5
ENSG00000205090	8
ENSG00000205097	7
ENSG00000205108	3
ENSG00000205111	6
ENSG00000205116	2
ENSG00000205126	1
ENSG00000205129	7
ENSG00000205133	4
ENSG00000205138	9
ENSG00000205143	6
ENSG00000205155	80
ENSG00000205177	1
ENSG00000205186	4
ENSG00000205189	27
ENSG00000205208	11
ENSG00000205209	4
ENSG00000205212	3
ENSG00000205213	45
ENSG00000205220	68
ENSG00000205221	13
ENSG00000205238	5
ENSG00000205250	131
ENSG00000205268	29
ENSG00000205269	2
ENSG00000205277	10
ENSG00000205279	7
ENSG00000205301	6
ENSG00000205302	51
ENSG00000205307	4
ENSG00000205309	9
ENSG00000205323	37
ENSG00000205327	2
ENSG00000205328	3
ENSG00000205329	4
ENSG00000205330	6
ENSG00000205336	60
ENSG00000205339	93
ENSG00000205352	17
ENSG00000205356	10
ENSG00000205358	24
ENSG00000205359	12
ENSG00000205362	76
ENSG00000205363	5
ENSG00000205364	16
ENSG00000205403	112
ENSG00000205409	4
ENSG00000205413	29
ENSG00000205420	59
ENSG00000205423	6
ENSG00000205426	30
ENSG00000205436	6
ENSG00000205439	2
ENSG00000205442	4
ENSG00000205445	4
ENSG00000205456	2
ENSG00000205457	4
ENSG00000205464	4
ENSG00000205476	23
ENSG00000205495	2
ENSG00000205496	1
ENSG00000205497	2
ENSG00000205502	16
ENSG00000205517	5
ENSG00000205531	51
ENSG00000205542	108
ENSG00000205544	10
ENSG00000205549	3
ENSG00000205560	51
ENSG00000205571	215
ENSG00000205572	6
ENSG00000205581	54
ENSG00000205593	10
ENSG00000205609	32
ENSG00000205629	22
ENSG00000205639	13
ENSG00000205642	11
ENSG00000205643	5
ENSG00000205649	42
ENSG00000205659	16
ENSG00000205667	1
ENSG00000205669	6
ENSG00000205670	11
ENSG00000205678	10
ENSG00000205683	22
ENSG00000205693	1
ENSG00000205707	9
ENSG00000205718	2
ENSG00000205726	86
ENSG00000205730	4
ENSG00000205744	10
ENSG00000205754	2
ENSG00000205755	60
ENSG00000205758	16
ENSG00000205765	9
ENSG00000205777	17
ENSG00000205784	4
ENSG00000205795	8
ENSG00000205808	11
ENSG00000205809	48
ENSG00000205810	10
ENSG00000205832	3
ENSG00000205835	4
ENSG00000205838	12
ENSG00000205846	21
ENSG00000205853	3
ENSG00000205856	2
ENSG00000205857	4
ENSG00000205858	3
ENSG00000205863	7
ENSG00000205864	3
ENSG00000205867	3
ENSG00000205869	3
ENSG00000205882	2
ENSG00000205883	2
ENSG00000205884	2
ENSG00000205899	11
ENSG00000205903	8
ENSG00000205916	33
ENSG00000205922	7
ENSG00000205923	11
ENSG00000205927	68
ENSG00000205929	8
ENSG00000205937	74
ENSG00000205944	36
ENSG00000205978	12
ENSG00000205981	26
ENSG00000206013	19
ENSG00000206026	3
ENSG00000206047	132
ENSG00000206052	11
ENSG00000206053	25
ENSG00000206069	5
ENSG00000206072	11
ENSG00000206073	61
ENSG00000206075	226
ENSG00000206077	3
ENSG00000206102	1
ENSG00000206104	2
ENSG00000206105	1
ENSG00000206113	1
ENSG00000206127	6
ENSG00000206140	2
ENSG00000206150	7
ENSG00000206172	570
ENSG00000206177	10
ENSG00000206181	10
ENSG00000206190	26
ENSG00000206199	4
ENSG00000206203	20
ENSG00000206260	1
ENSG00000206384	11
ENSG00000206418	12
ENSG00000206422	1
ENSG00000206432	2
ENSG00000206474	9
ENSG00000206503	1444
ENSG00000206527	18
ENSG00000206530	9
ENSG00000206531	6
ENSG00000206535	5
ENSG00000206536	1
ENSG00000206538	17
ENSG00000206557	22
ENSG00000206559	5
ENSG00000206560	38
ENSG00000206561	26
ENSG00000206562	11
ENSG00000206579	10
ENSG00000211445	92
ENSG00000211448	116
ENSG00000211450	17
ENSG00000211452	60
ENSG00000211455	42
ENSG00000211456	32
ENSG00000211460	53
ENSG00000211584	14
ENSG00000212122	15
ENSG00000212123	3
ENSG00000212124	12
ENSG00000212126	19
ENSG00000212127	23
ENSG00000212128	18
ENSG00000212657	5
ENSG00000212658	2
ENSG00000212659	2
ENSG00000212710	9
ENSG00000212719	5
ENSG00000212721	6
ENSG00000212722	2
ENSG00000212724	5
ENSG00000212725	3
ENSG00000212747	9
ENSG00000212807	3
ENSG00000212864	8
ENSG00000212899	7
ENSG00000212900	9
ENSG00000212901	5
ENSG00000212916	7
ENSG00000212933	5
ENSG00000212935	7
ENSG00000212938	2
ENSG00000212993	29
ENSG00000213015	14
ENSG00000213020	4
ENSG00000213022	17
ENSG00000213023	20
ENSG00000213024	120
ENSG00000213029	3
ENSG00000213030	12
ENSG00000213047	24
ENSG00000213064	14
ENSG00000213066	48
ENSG00000213079	24
ENSG00000213085	12
ENSG00000213088	136
ENSG00000213096	14
ENSG00000213123	14
ENSG00000213139	40
ENSG00000213145	22
ENSG00000213160	18
ENSG00000213171	4
ENSG00000213185	4
ENSG00000213186	18
ENSG00000213190	26
ENSG00000213199	38
ENSG00000213203	13
ENSG00000213213	8
ENSG00000213214	5
ENSG00000213218	29
ENSG00000213221	8
ENSG00000213231	14
ENSG00000213246	50
ENSG00000213265	10
ENSG00000213281	480
ENSG00000213316	93
ENSG00000213337	11
ENSG00000213339	15
ENSG00000213341	461
ENSG00000213347	28
ENSG00000213366	61
ENSG00000213390	17
ENSG00000213397	29
ENSG00000213398	163
ENSG00000213401	24
ENSG00000213402	16
ENSG00000213413	9
ENSG00000213416	10
ENSG00000213417	6
ENSG00000213420	12
ENSG00000213424	5
ENSG00000213445	43
ENSG00000213462	38
ENSG00000213463	27
ENSG00000213465	48
ENSG00000213471	2
ENSG00000213512	4
ENSG00000213516	13
ENSG00000213523	73
ENSG00000213533	10
ENSG00000213551	32
ENSG00000213563	5
ENSG00000213578	10
ENSG00000213585	227
ENSG00000213588	12
ENSG00000213593	16
ENSG00000213614	125
ENSG00000213619	77
ENSG00000213625	17
ENSG00000213626	29
ENSG00000213638	11
ENSG00000213639	142
ENSG00000213648	11
ENSG00000213654	26
ENSG00000213658	133
ENSG00000213672	36
ENSG00000213676	32
ENSG00000213689	101
ENSG00000213694	74
ENSG00000213699	19
ENSG00000213714	7
ENSG00000213719	113
ENSG00000213722	72
ENSG00000213741	39
ENSG00000213759	11
ENSG00000213760	31
ENSG00000213762	6
ENSG00000213780	78
ENSG00000213782	54
ENSG00000213793	3
ENSG00000213799	4
ENSG00000213809	324
ENSG00000213822	1
ENSG00000213853	46
ENSG00000213859	13
ENSG00000213865	5
ENSG00000213886	92
ENSG00000213889	3
ENSG00000213892	8
ENSG00000213901	9
ENSG00000213903	69
ENSG00000213906	52
ENSG00000213918	87
ENSG00000213920	11
ENSG00000213921	5
ENSG00000213923	150
ENSG00000213927	50
ENSG00000213928	73
ENSG00000213930	113
ENSG00000213931	97
ENSG00000213934	176
ENSG00000213937	27
ENSG00000213949	134
ENSG00000213965	11
ENSG00000213967	4
ENSG00000213973	3
ENSG00000213977	35
ENSG00000213983	47
ENSG00000213988	6
ENSG00000213995	17
ENSG00000213996	46
ENSG00000213999	36
ENSG00000214013	52
ENSG00000214021	12
ENSG00000214022	29
ENSG00000214026	30
ENSG00000214029	8
ENSG00000214042	61
ENSG00000214046	2
ENSG00000214050	9
ENSG00000214063	21
ENSG00000214078	37
ENSG00000214087	7
ENSG00000214097	4
ENSG00000214102	8
ENSG00000214107	13
ENSG00000214113	36
ENSG00000214114	36
ENSG00000214128	5
ENSG00000214140	8
ENSG00000214160	18
ENSG00000214193	8
ENSG00000214194	3
ENSG00000214212	2
ENSG00000214215	4
ENSG00000214216	7
ENSG00000214226	6
ENSG00000214253	63
ENSG00000214274	191
ENSG00000214279	4
ENSG00000214285	19
ENSG00000214290	15
ENSG00000214300	5
ENSG00000214309	3
ENSG00000214324	4
ENSG00000214336	5
ENSG00000214357	6
ENSG00000214360	6
ENSG00000214367	18
ENSG00000214376	1
ENSG00000214402	2
ENSG00000214413	13
ENSG00000214414	2
ENSG00000214415	27
ENSG00000214435	82
ENSG00000214447	13
ENSG00000214456	17
ENSG00000214491	2
ENSG00000214510	6
ENSG00000214511	3
ENSG00000214513	3
ENSG00000214517	35
ENSG00000214518	3
ENSG00000214530	23
ENSG00000214534	2
ENSG00000214562	1
ENSG00000214575	48
ENSG00000214595	7
ENSG00000214642	2
ENSG00000214643	1
ENSG00000214652	6
ENSG00000214655	20
ENSG00000214681	3
ENSG00000214686	1
ENSG00000214688	1
ENSG00000214694	3
ENSG00000214700	1
ENSG00000214706	20
ENSG00000214711	8
ENSG00000214717	29
ENSG00000214736	10
ENSG00000214753	39
ENSG00000214756	7
ENSG00000214814	2
ENSG00000214819	3
ENSG00000214827	23
ENSG00000214842	3
ENSG00000214860	2
ENSG00000214866	8
ENSG00000214872	10
ENSG00000214891	1
ENSG00000214897	1
ENSG00000214940	1
ENSG00000214941	8
ENSG00000214943	4
ENSG00000214944	22
ENSG00000214946	6
ENSG00000214954	2
ENSG00000214960	22
ENSG00000214967	2
ENSG00000214978	4
ENSG00000215009	5
ENSG00000215012	10
ENSG00000215018	10
ENSG00000215021	118
ENSG00000215029	2
ENSG00000215041	23
ENSG00000215045	6
ENSG00000215114	18
ENSG00000215126	6
ENSG00000215148	1
ENSG00000215174	3
ENSG00000215182	284
ENSG00000215183	5
ENSG00000215186	7
ENSG00000215187	2
ENSG00000215193	25
ENSG00000215203	9
ENSG00000215217	2
ENSG00000215218	5
ENSG00000215251	18
ENSG00000215252	10
ENSG00000215262	13
ENSG00000215269	1
ENSG00000215271	21
ENSG00000215274	3
ENSG00000215277	3
ENSG00000215301	220
ENSG00000215305	32
ENSG00000215343	3
ENSG00000215356	3
ENSG00000215372	3
ENSG00000215375	9
ENSG00000215397	5
ENSG00000215421	14
ENSG00000215440	12
ENSG00000215454	8
ENSG00000215455	8
ENSG00000215472	1
ENSG00000215474	9
ENSG00000215475	7
ENSG00000215529	1
ENSG00000215545	3
ENSG00000215547	3
ENSG00000215568	2
ENSG00000215595	2
ENSG00000215612	9
ENSG00000215644	51
ENSG00000215695	18
ENSG00000215704	12
ENSG00000215712	10
ENSG00000215717	8
ENSG00000215784	4
ENSG00000215788	64
ENSG00000215790	4
ENSG00000215817	5
ENSG00000215845	17
ENSG00000215853	8
ENSG00000215883	2
ENSG00000215906	1
ENSG00000215912	2
ENSG00000215915	11
ENSG00000216490	28
ENSG00000216588	2
ENSG00000216649	3
ENSG00000216921	2
ENSG00000216937	14
ENSG00000217128	22
ENSG00000217236	3
ENSG00000217442	8
ENSG00000217555	26
ENSG00000217930	29
ENSG00000218336	25
ENSG00000218739	4
ENSG00000218819	3
ENSG00000218823	7
ENSG00000218891	13
ENSG00000219073	34
ENSG00000219200	14
ENSG00000219435	9
ENSG00000219438	13
ENSG00000219481	14
ENSG00000219545	8
ENSG00000219607	2
ENSG00000219626	6
ENSG00000220008	4
ENSG00000220201	7
ENSG00000220205	118
ENSG00000221813	5
ENSG00000221818	19
ENSG00000221821	4
ENSG00000221823	82
ENSG00000221826	17
ENSG00000221829	122
ENSG00000221836	5
ENSG00000221837	9
ENSG00000221838	26
ENSG00000221840	5
ENSG00000221843	11
ENSG00000221852	5
ENSG00000221855	13
ENSG00000221858	6
ENSG00000221859	3
ENSG00000221864	7
ENSG00000221866	33
ENSG00000221867	80
ENSG00000221869	82
ENSG00000221874	5
ENSG00000221878	15
ENSG00000221880	5
ENSG00000221882	9
ENSG00000221883	2
ENSG00000221886	13
ENSG00000221887	3
ENSG00000221888	7
ENSG00000221890	15
ENSG00000221900	2
ENSG00000221909	9
ENSG00000221910	7
ENSG00000221914	132
ENSG00000221916	4
ENSG00000221923	4
ENSG00000221926	36
ENSG00000221931	4
ENSG00000221932	7
ENSG00000221933	4
ENSG00000221937	15
ENSG00000221938	4
ENSG00000221944	11
ENSG00000221946	11
ENSG00000221947	4
ENSG00000221954	5
ENSG00000221955	11
ENSG00000221963	20
ENSG00000221968	35
ENSG00000221970	4
ENSG00000221972	4
ENSG00000221977	5
ENSG00000221978	23
ENSG00000221983	82
ENSG00000221986	7
ENSG00000221988	32
ENSG00000221989	5
ENSG00000221994	4
ENSG00000221995	14
ENSG00000222009	1
ENSG00000222011	6
ENSG00000222014	22
ENSG00000222018	2
ENSG00000222028	10
ENSG00000222036	4
ENSG00000222038	15
ENSG00000222046	7
ENSG00000222047	11
ENSG00000223417	2
ENSG00000223443	31
ENSG00000223496	35
ENSG00000223501	39
ENSG00000223510	4
ENSG00000223547	3
ENSG00000223569	18
ENSG00000223572	39
ENSG00000223573	26
ENSG00000223591	1
ENSG00000223601	7
ENSG00000223609	131
ENSG00000223614	6
ENSG00000223638	8
ENSG00000223658	2
ENSG00000223802	35
ENSG00000223865	376
ENSG00000223953	37
ENSG00000224051	8
ENSG00000224089	1
ENSG00000224109	1
ENSG00000224383	3
ENSG00000224389	174
ENSG00000224420	2
ENSG00000224470	12
ENSG00000224531	3
ENSG00000224586	18
ENSG00000224659	3
ENSG00000224712	1
ENSG00000224877	5
ENSG00000224902	2
ENSG00000224940	7
ENSG00000224960	1
ENSG00000224982	4
ENSG00000225110	3
ENSG00000225180	2
ENSG00000225190	17
ENSG00000225327	19
ENSG00000225362	3
ENSG00000225526	2
ENSG00000225556	1
ENSG00000225614	23
ENSG00000225663	5
ENSG00000225697	35
ENSG00000225781	5
ENSG00000225805	2
ENSG00000225828	3
ENSG00000225830	193
ENSG00000225899	3
ENSG00000225921	29
ENSG00000225932	7
ENSG00000225940	8
ENSG00000225950	60
ENSG00000225968	5
ENSG00000225973	1
ENSG00000226023	1
ENSG00000226124	6
ENSG00000226174	1
ENSG00000226288	4
ENSG00000226321	2
ENSG00000226372	3
ENSG00000226430	20
ENSG00000226479	7
ENSG00000226600	1
ENSG00000226650	10
ENSG00000226685	1
ENSG00000226690	2
ENSG00000226742	4
ENSG00000226761	13
ENSG00000226763	3
ENSG00000226784	12
ENSG00000226792	1
ENSG00000226887	8
ENSG00000226929	3
ENSG00000226941	12
ENSG00000226979	560
ENSG00000227051	7
ENSG00000227057	28
ENSG00000227059	4
ENSG00000227124	6
ENSG00000227140	20
ENSG00000227151	1
ENSG00000227234	18
ENSG00000227268	16
ENSG00000227345	53
ENSG00000227471	13
ENSG00000227488	2
ENSG00000227500	15
ENSG00000227507	57
ENSG00000227551	18
ENSG00000227729	1
ENSG00000227877	3
ENSG00000228075	5
ENSG00000228083	70
ENSG00000228198	5
ENSG00000228278	49
ENSG00000228300	6
ENSG00000228474	7
ENSG00000228486	3
ENSG00000228517	1
ENSG00000228567	7
ENSG00000228570	2
ENSG00000228594	2
ENSG00000228607	4
ENSG00000228672	2
ENSG00000228696	5
ENSG00000228716	167
ENSG00000228727	9
ENSG00000228836	7
ENSG00000228856	17
ENSG00000228927	1
ENSG00000229117	27
ENSG00000229183	74
ENSG00000229314	109
ENSG00000229415	7
ENSG00000229453	3
ENSG00000229474	6
ENSG00000229544	3
ENSG00000229549	1
ENSG00000229571	1
ENSG00000229579	17
ENSG00000229637	2
ENSG00000229665	2
ENSG00000229676	5
ENSG00000229809	8
ENSG00000229833	9
ENSG00000229859	78
ENSG00000229894	5
ENSG00000229924	2
ENSG00000229937	12
ENSG00000229972	4
ENSG00000230031	4
ENSG00000230054	1
ENSG00000230062	2
ENSG00000230124	15
ENSG00000230178	3
ENSG00000230257	6
ENSG00000230347	1
ENSG00000230430	17
ENSG00000230453	2
ENSG00000230510	4
ENSG00000230522	6
ENSG00000230549	21
ENSG00000230561	4
ENSG00000230594	1
ENSG00000230601	1
ENSG00000230657	20
ENSG00000230667	3
ENSG00000230778	1
ENSG00000230797	17
ENSG00000230873	2
ENSG00000230989	21
ENSG00000231051	17
ENSG00000231192	2
ENSG00000231213	3
ENSG00000231256	3
ENSG00000231274	4
ENSG00000231389	147
ENSG00000231396	18
ENSG00000231500	80
ENSG00000231637	17
ENSG00000231738	4
ENSG00000231824	2
ENSG00000231852	319
ENSG00000231861	4
ENSG00000231887	20
ENSG00000231924	41
ENSG00000231925	94
ENSG00000231989	10
ENSG00000232040	16
ENSG00000232070	2
ENSG00000232112	13
ENSG00000232119	34
ENSG00000232125	1
ENSG00000232196	10
ENSG00000232237	1
ENSG00000232258	9
ENSG00000232263	1
ENSG00000232264	18
ENSG00000232268	4
ENSG00000232382	4
ENSG00000232388	2
ENSG00000232399	18
ENSG00000232423	2
ENSG00000232629	68
ENSG00000232653	2
