ensembl_gene_id_a	ensembl_gene_id_b	assay_id	screens
ENSG00000006659	ENSG00000117475	2	1
ENSG00000114735	ENSG00000167565	2	2
ENSG00000151923	ENSG00000183283	2	2,3
ENSG00000134758	ENSG00000136925	2	1
ENSG00000183283	ENSG00000186970	2	1,3
ENSG00000100324	ENSG00000205076	2	3
ENSG00000114646	ENSG00000198356	2	1
ENSG00000011243	ENSG00000100105	2	1,3
ENSG00000131051	ENSG00000153914	2	1
ENSG00000185522	ENSG00000205864	2	1
ENSG00000117475	ENSG00000137310	2	2
ENSG00000100290	ENSG00000135211	2	1,2,3
ENSG00000061656	ENSG00000204427	2	1
ENSG00000099812	ENSG00000150773	2	3
ENSG00000180667	ENSG00000183283	2	1,2,3
ENSG00000162512	ENSG00000167397	2	3
ENSG00000107742	ENSG00000124074	2	2
ENSG00000106541	ENSG00000138750	2	2
ENSG00000123685	ENSG00000152977	2	2
ENSG00000145358	ENSG00000158825	2	3
ENSG00000061656	ENSG00000135211	2	1,3
ENSG00000108010	ENSG00000159387	2	3
ENSG00000137218	ENSG00000161405	2	1
ENSG00000114698	ENSG00000180667	2	2
ENSG00000123415	ENSG00000152977	2	1
ENSG00000079393	ENSG00000187796	2	1
ENSG00000088448	ENSG00000173065	2	1
ENSG00000182318	ENSG00000196812	2	3
ENSG00000172782	ENSG00000221852	2	3
ENSG00000161082	ENSG00000196378	2	3
ENSG00000088448	ENSG00000152977	2	1,3
ENSG00000137098	ENSG00000152977	2	1,2
ENSG00000100290	ENSG00000167397	2	1
ENSG00000152475	ENSG00000183092	2	1
ENSG00000011243	ENSG00000124074	2	1
ENSG00000137478	ENSG00000204536	2	1
ENSG00000127191	ENSG00000204536	2	1
ENSG00000100105	ENSG00000123415	2	1
ENSG00000151690	ENSG00000162512	2	1
ENSG00000117475	ENSG00000136925	2	1
ENSG00000106077	ENSG00000168453	2	3
ENSG00000106541	ENSG00000174165	2	3
ENSG00000100105	ENSG00000146700	2	2,3
ENSG00000137098	ENSG00000137218	2	1
ENSG00000185962	ENSG00000205864	2	2
ENSG00000148346	ENSG00000185962	2	1,2,3
ENSG00000049449	ENSG00000100897	2	1
ENSG00000131400	ENSG00000185962	2	3
ENSG00000152977	ENSG00000196378	2	1,2
ENSG00000106541	ENSG00000119725	2	2
ENSG00000164093	ENSG00000196378	2	1
ENSG00000137098	ENSG00000173065	2	1
ENSG00000088448	ENSG00000164093	2	1
ENSG00000119725	ENSG00000123500	2	2
ENSG00000133065	ENSG00000140497	2	3
ENSG00000011243	ENSG00000137218	2	1,2
ENSG00000128699	ENSG00000204308	2	2
ENSG00000168899	ENSG00000184012	2	1,3
ENSG00000123415	ENSG00000148737	2	1
ENSG00000099812	ENSG00000147601	2	1
ENSG00000104897	ENSG00000176105	2	1,2
ENSG00000146700	ENSG00000173480	2	2
ENSG00000126945	ENSG00000135097	2	3
ENSG00000100299	ENSG00000242259	2	1
ENSG00000122145	ENSG00000180667	2	1
ENSG00000006659	ENSG00000145358	2	1,2
ENSG00000119725	ENSG00000145358	2	3
ENSG00000167397	ENSG00000184012	2	1
ENSG00000106541	ENSG00000136925	2	1
ENSG00000124074	ENSG00000185420	2	3
ENSG00000135211	ENSG00000156097	2	3
ENSG00000162078	ENSG00000167565	2	2
ENSG00000101182	ENSG00000180667	2	1,2,3
ENSG00000143514	ENSG00000186462	2	1
ENSG00000099812	ENSG00000104897	2	2
ENSG00000011243	ENSG00000105397	2	1
ENSG00000143442	ENSG00000183283	2	2,3
ENSG00000124074	ENSG00000197702	2	1
ENSG00000113558	ENSG00000151876	2	1,3
ENSG00000184012	ENSG00000196937	2	2,3
ENSG00000106541	ENSG00000130299	2	1,3
ENSG00000100290	ENSG00000176087	2	1
ENSG00000092841	ENSG00000139354	2	1
ENSG00000114735	ENSG00000183283	2	1
ENSG00000100335	ENSG00000144746	2	1
ENSG00000002834	ENSG00000183283	2	2,3
ENSG00000111605	ENSG00000176105	2	1
ENSG00000156973	ENSG00000213465	2	1,3
ENSG00000187180	ENSG00000212721	2	1,2
ENSG00000151690	ENSG00000184012	2	1,3
ENSG00000103042	ENSG00000204308	2	3
ENSG00000049449	ENSG00000198356	2	3
ENSG00000145358	ENSG00000157020	2	3
ENSG00000138750	ENSG00000152413	2	2,3
ENSG00000133065	ENSG00000156097	2	3
ENSG00000161082	ENSG00000183283	2	1,2,3
ENSG00000106541	ENSG00000165630	2	1
ENSG00000115380	ENSG00000197191	2	1
ENSG00000185880	ENSG00000198099	2	2
ENSG00000119383	ENSG00000124608	2	2
ENSG00000152475	ENSG00000168140	2	3
ENSG00000139354	ENSG00000152977	2	3
ENSG00000011243	ENSG00000197162	2	1
ENSG00000011243	ENSG00000168303	2	3
ENSG00000145358	ENSG00000183077	2	2,3
ENSG00000011198	ENSG00000100335	2	1
ENSG00000145358	ENSG00000180667	2	3
ENSG00000173065	ENSG00000175390	2	1
ENSG00000172155	ENSG00000221852	2	1,3
ENSG00000011243	ENSG00000152977	2	3
ENSG00000106541	ENSG00000198574	2	1
ENSG00000112578	ENSG00000125864	2	2
ENSG00000136999	ENSG00000204178	2	2
ENSG00000111445	ENSG00000117475	2	2
ENSG00000011243	ENSG00000123143	2	1,3
ENSG00000134363	ENSG00000146592	2	3
ENSG00000174165	ENSG00000204308	2	1
ENSG00000185567	ENSG00000198848	2	1
ENSG00000168140	ENSG00000173480	2	1
ENSG00000109099	ENSG00000163069	2	3
