standard_batch	source	assay	test_orf_ida	test_orf_idb	final_score
Hvs04	Hs05	GPCA	100015109	8177	12.723660944409984
Hvs04	RRS	GPCA	13017	11207	9.573647187493323
Hvs04	Lit-BM	GPCA	14210	35	9.207014320177533
Hvs04	Hs06	GPCA	5231	11367	9.451211111832329
Hvs04	Lit-BM	GPCA	71829	6976	9.493855449240824
Hvs04	RRS	GPCA	2364	12355	9.207014320177533
Hvs04	Lit-BM	GPCA	5246	71385	9.364134655008051
Hvs04	Lit-BM	GPCA	1689	4956	10.181152256865566
Hvs04	RRS	GPCA	2379	14114	10.4797802640291
Hvs04	Hs06	GPCA	5285	7047	9.479780264029099
Hvs04	Hs04	GPCA	7100	10057	9.960001932068081
Hvs04	RRS	GPCA	13230	53695	9.438791852578262
Hvs04	Hs05	GPCA	2398	12381	9.686500527183219
Hvs04	RRS	GPCA	56174	71113	9.394462694610317
Hvs04	RRS	GPCA	3043	56012	9.13699111208023
Hvs04	RRS	GPCA	55793	5331	12.161131882984307
Hvs04	Hs04	GPCA	71310	7146	10.944712061043486
Hvs04	Hs06	GPCA	56129	3525	10.008428622070582
Hvs04	Hs05	GPCA	4689	5431	9.888743248898258
Hvs04	Hs04	GPCA	10057	56595	9.949826710759112
Hvs04	Hs04	GPCA	70073	13577	10.79116288855502
Hvs04	RRS	GPCA	6459	595	9.845490050944376
Hvs04	RRS	GPCA	5068	1765	10.698704666770345
Hvs04	Hs04	GPCA	2448	54855	10.018200178813226
Hvs04	Hs05	GPCA	100062355	11539	11.16741814583174
Hvs04	RRS	GPCA	5373	7240	10.145932145820517
Hvs04	Hs04	GPCA	3585	6438	10.386940245324311
Hvs04	RRS	GPCA	54279	8467	9.479780264029099
Hvs04	Hs04	GPCA	5400	71924	9.960001932068081
Hvs04	RRS	GPCA	70705	7306	9.451211111832329
Hvs04	Hs04	GPCA	3598	72096	9.625708843064466
Hvs04	Hs06	GPCA	6188	53886	10.704768239362599
Hvs04	Lit-BM	GPCA	8542	54031	9.939579214314692
Hvs04	RRS	GPCA	4139	9862	9.586839787961827
Hvs04	Hs05	GPCA	56442	5460	9.438791852578262
Hvs04	Hs05	GPCA	100014381	13703	9.238404739325079
Hvs04	Hs06	GPCA	677	5359	11.790755750118313
Hvs04	Hs06	GPCA	11745	13561	10.027905996569885
Hvs04	Hs06	GPCA	7437	10522	12.746934136372296
Hvs04	RRS	GPCA	55174	13732	9.756556322524087
Hvs04	Hs06	GPCA	70408	53456	9.756556322524087
Hvs04	Hs05	GPCA	3110	54869	9.54882190845875
Hvs04	Hs04	GPCA	6131	4224	9.451211111832329
Hvs04	RRS	GPCA	5526	5619	11.101319154423276
Hvs04	Hs05	GPCA	56442	3672	10.279610581052486
Hvs04	Hs06	GPCA	53991	53626	13.034798962577266
Hvs04	Hs06	GPCA	70073	70497	10.893301530860564
Hvs04	Lit-BM	GPCA	10036	208	9.118941072723507
Hvs04	RRS	GPCA	10682	5556	9.394462694610317
Hvs04	Lit-BM	GPCA	52905	7587	9.710806433699352
Hvs04	Lit-BM	GPCA	54130	13813	16.169024601550376
Hvs04	Lit-BM	GPCA	3700	5516	10.79116288855502
Hvs04	Hs04	GPCA	5231	4852	13.733227217851562
Hvs04	RRS	GPCA	6333	56553	10.50084187955693
Hvs04	RRS	GPCA	11942	11914	9.756556322524087
Hvs04	RRS	GPCA	3268	1380	9.661778097771988
Hvs04	Hs06	GPCA	7896	740	9.823367240046236
Hvs04	Hs04	GPCA	70870	6436	12.51939054134796
Hvs04	Hs05	GPCA	9159	56271	11.271463027904375
Hvs04	RRS	GPCA	53622	226	9.722807531169547
Hvs04	Hs05	GPCA	14657	12017	12.473198383677527
Hvs04	Hs06	GPCA	54030	100009273	9.207014320177533
Hvs04	Hs04	GPCA	3167	4418	9.686500527183219
Hvs04	Hs06	GPCA	7637	10177	11.962173031109709
Hvs04	Hs06	GPCA	7652	14387	9.834471049984222
Hvs04	Hs06	GPCA	14251	71137	9.438791852578262
Hvs04	RRS	GPCA	3179	71960	9.238404739325079
Hvs04	Hs04	GPCA	4378	9301	9.85642552862553
Hvs04	Lit-BM	GPCA	6492	13177	9.507794640198696
Hvs04	Lit-BM	GPCA	801	14331	9.118941072723507
Hvs04	RRS	GPCA	70596	2758	13.165535141377925
Hvs04	Hs04	GPCA	12315	71146	9.929258408636974
Hvs04	Hs05	GPCA	71393	71280	11.201511344500146
Hvs04	Lit-BM	GPCA	14374	52920	9.507794640198696
Hvs04	Hs06	GPCA	100066365	2166	10.612868497291041
Hvs04	Hs05	GPCA	10821	5002	9.348728154231079
Hvs04	RRS	GPCA	9222	1462	9.535275376620804
Hvs04	Hs05	GPCA	12430	5793	9.13699111208023
Hvs04	Hs06	GPCA	72045	71567	13.68365259739475
Hvs04	RRS	GPCA	3320	304	9.4655664048094
Hvs04	Hs06	GPCA	71628	100015072	14.030063588335182
Hvs04	RRS	GPCA	1528	11750	11.251482410620213
Hvs04	Hs06	GPCA	71258	5881	11.008428622070582
Hvs04	RRS	GPCA	11762	359	13.68814100991415
Hvs04	RRS	GPCA	53760	2845	9.908392620773752
Hvs04	Lit-BM	GPCA	54902	5109	9.698704666770345
Hvs04	Lit-BM	GPCA	54905	56067	9.451211111832329
Hvs04	Hs06	GPCA	3353	3353	16.80477385759249
Hvs04	RRS	GPCA	55724	2861	9.638435913990472
Hvs04	Hs04	GPCA	7617	3904	10.047123912114026
Hvs04	Lit-BM	GPCA	2339	2339	9.379378367071263
Hvs04	Hs04	GPCA	71386	3364	9.813781191217037
Hvs04	RRS	GPCA	100015985	10973	9.535275376620804
Hvs04	Hs05	GPCA	2917	13600	12.018200178813226
Hvs04	Hs04	GPCA	55516	6901	9.54882190845875
Hvs04	RRS	GPCA	72094	40080752	10.50084187955693
Hvs04	RRS	GPCA	52634	6920	9.586839787961827
Hvs04	RRS	GPCA	1641	70718	9.479780264029099
Hvs04	Hs04	GPCA	9637	4586	10.7279204545632
Hvs04	RRS	GPCA	14943	56794	9.638435913990472
Hvs04	Hs06	GPCA	17	5081	9.4241662888181
Hvs04	RRS	GPCA	2943	71452	11.046441948007311
Hvs04	RRS	GPCA	54283	9713	9.189824558880018
Hvs04	Hs06	GPCA	71218	55738	9.479780264029099
Hvs04	Hs05	GPCA	100014491	100014491	13.337203749714554
Hvs04	Hs06	GPCA	7623	3411	9.99859042974533
Hvs04	Lit-BM	GPCA	11996	34	19.170306523165735
Hvs04	Hs04	GPCA	2966	4872	13.348589852448784
Hvs04	Lit-BM	GPCA	12900	12900	10.25502856981873
Hvs04	Hs04	GPCA	56616	55888	10.03754695396218
Hvs04	RRS	GPCA	5950	10893	11.171802288682983
Hvs04	Hs06	GPCA	3464	4111	11.401946123976538
Hvs04	RRS	GPCA	56403	8219	10.101975670949232
Hvs04	Hs05	GPCA	3464	1077	10.33427328530719
Hvs04	Hs04	GPCA	7081	14994	9.649256177517314
Hvs04	Hs05	GPCA	56106	56614	9.867278739709663
Hvs04	RRS	GPCA	5272	2388	11.885696373339396
Hvs04	RRS	GPCA	4634	10315	9.521600439723727
Hvs04	Hs04	GPCA	8240	10057	9.493855449240824
Hvs04	Lit-BM	GPCA	11285	14754	9.479780264029099
Hvs04	RRS	GPCA	71912	1089	11.38316426063511
Hvs04	Hs06	GPCA	100014332	5285	9.599912842187129
Hvs04	RRS	GPCA	9354	8269	10.018200178813226
Hvs04	Lit-BM	GPCA	8327	100	9.364134655008051
Hvs04	RRS	GPCA	10925	1735	9.722807531169547
Hvs04	Hs05	GPCA	4090	6604	10.326429487122304
Hvs04	RRS	GPCA	5342	7407	10.4231159101471
Hvs04	Hs04	GPCA	56352	56271	9.535275376620804
Hvs04	Lit-BM	GPCA	9747	3529	10.807354922057604
Hvs04	Hs04	GPCA	72096	4695	10.018200178813226
Hvs04	Hs04	GPCA	8141	3056	9.813781191217037
Hvs04	Hs04	GPCA	5359	53428	10.969386521342283
Hvs04	Hs04	GPCA	100014491	10057	9.560332834212442
Hvs01	Hs01	MAPPIT	1768	100069089	-0.256561524811433
Hvs01	RRS	MAPPIT	4779	3564	0.47434557161199714
Hvs01	RRS	MAPPIT	55879	10078	-0.33051936291343365
Hvs01	RRS	MAPPIT	4773	52741	0.7984487972003905
Hvs01	Lit-BM	MAPPIT	8617	55086	-0.1437067442790982
Hvs01	RRS	MAPPIT	1257	14868	-0.09844637157288343
Hvs01	Hs01	MAPPIT	56582	71178	-0.04785955749772791
Hvs01	Hs01	MAPPIT	665	4670	7.218293181897562
Hvs01	RRS	MAPPIT	71995	3102	-0.22547231995763287
Hvs01	RRS	MAPPIT	14890	8878	-0.4436252083511012
Hvs01	Hs01	MAPPIT	1905	14983	0.2602015899355903
Hvs01	Hs01	MAPPIT	3672	208	2.495625974810538
Hvs01	Lit-BM	MAPPIT	13813	54130	0.9640082362751872
Hvs01	RRS	MAPPIT	100000034	718	0.01034289761379576
Hvs01	Hs01	MAPPIT	2706	6137	0.17844207566230444
Hvs01	Hs01	MAPPIT	70436	71592	-0.11720043284754662
Hvs01	RRS	MAPPIT	5649	7478	-0.15008394016646825
Hvs01	Lit-BM	MAPPIT	12257	100008214	2.991425779563783
Hvs01	RRS	MAPPIT	4967	14514	2.82805346373021
Hvs01	Lit-BM	MAPPIT	52920	14374	-0.10611277677535384
Hvs01	Lit-BM	MAPPIT	3724	2773	0.34039945205999433
Hvs01	RRS	MAPPIT	13286	9385	-0.14430700025449822
Hvs01	RRS	MAPPIT	9222	1462	1.9185351724262225
Hvs01	Lit-BM	MAPPIT	3822	4124	-0.1972508410103653
Hvs01	RRS	MAPPIT	71475	100000237	-0.49834111370491113
Hvs01	RRS	MAPPIT	10841	70554	-0.2797679025657386
Hvs01	Hs01	MAPPIT	100063964	6775	1.5846504387258356
Hvs01	Hs01	MAPPIT	100016009	12458	4.6756208214148005
Hvs01	RRS	MAPPIT	359	11762	0.4938563132984372
Hvs01	RRS	MAPPIT	55311	3299	2.6262613815126477
Hvs01	Hs01	MAPPIT	3063	956	0.4828558106650696
Hvs01	Hs01	MAPPIT	14291	4535	1.2637712312685616
Hvs01	RRS	MAPPIT	14831	100068253	-1.232637927359901
Hvs01	Hs01	MAPPIT	55174	2897	0.733530549779835
Hvs01	RRS	MAPPIT	70996	14899	3.0435498750830803
Hvs01	RRS	MAPPIT	12730	70903	-0.11097258729676261
Hvs01	Hs01	MAPPIT	100009072	100064010	1.1799769336274895
Hvs01	RRS	MAPPIT	71319	14927	0.3677073743555512
Hvs01	Hs01	MAPPIT	9272	5175	1.9794396448947749
Hvs01	RRS	MAPPIT	54283	9713	0.14372370919454044
Hvs01	Hs01	MAPPIT	11155	56513	7.029510295381906
Hvs01	Lit-BM	MAPPIT	12900	12900	1.9519411279821006
Hvs01	Hs01	MAPPIT	3392	1074	1.4062927261494398
Hvs01	Hs01	MAPPIT	3769	65	0.20073722236706937
Hvs01	RRS	MAPPIT	8269	9354	2.343890652317523
Hvs01	RRS	MAPPIT	71544	3036	0.38732487905508867
Hvs01	RRS	MAPPIT	1735	10925	-0.2565992354442334
Hvs01	RRS	MAPPIT	11385	71114	0.6540794504912462
Hvs01	Lit-BM	MAPPIT	9747	3529	-0.42513934579317014
Hvs01	Lit-BM	MAPPIT	113	2663	3.7057752909521553
Hvs01	Hs01	MAPPIT	13592	70264	3.2725031708811336
Hvs01	Lit-BM	MAPPIT	6129	8795	-0.04057037573521965
Hvs01	Lit-BM	MAPPIT	11550	100000459	0.4654052456149375
Hvs01	RRS	MAPPIT	4119	53633	-0.052345368324545324
Hvs01	Lit-BM	MAPPIT	4126	5597	-1.6264106074373639
Hvs01	RRS	MAPPIT	4775	5066	-0.3689181164088648
Hvs01	Hs01	MAPPIT	9846	6195	-0.4829612066147817
Hvs01	RRS	MAPPIT	1272	9915	-0.42406687216100397
Hvs01	RRS	MAPPIT	70576	13705	2.580537567811292
Hvs01	Hs01	MAPPIT	56614	100064180	5.044231723656446
Hvs01	Hs01	MAPPIT	7437	14264	0.6356141903487001
Hvs01	RRS	MAPPIT	56671	71232	-0.6868000652643816
Hvs01	RRS	MAPPIT	10373	100064165	-0.2690698446142815
Hvs01	Hs01	MAPPIT	53657	56508	0.08782437782371917
Hvs01	Lit-BM	MAPPIT	71385	3708	-0.6466317248050656
Hvs01	RRS	MAPPIT	71442	70474	0.4579896444356911
Hvs01	RRS	MAPPIT	100068177	70672	0.27477893508848883
Hvs01	Lit-BM	MAPPIT	244	3011	0.8492353836822507
Hvs01	Lit-BM	MAPPIT	8407	5651	1.7951453076639214
Hvs01	Hs01	MAPPIT	6699	2092	-0.4978072471748003
Hvs01	RRS	MAPPIT	14319	7666	1.5832612518837
Hvs01	Lit-BM	MAPPIT	100002387	71141	-0.13978683778385997
Hvs01	Hs01	MAPPIT	3798	55882	3.6993521003975967
Hvs01	Hs01	MAPPIT	100000407	4430	0.33534997024484997
Hvs01	RRS	MAPPIT	10111	2796	2.9368921576743223
Hvs01	RRS	MAPPIT	1520	100069106	-0.061093489004543255
Hvs01	Lit-BM	MAPPIT	52987	3267	0.27157520135424723
Hvs01	Hs01	MAPPIT	1578	4664	2.127767267354641
Hvs01	Hs01	MAPPIT	4516	100064143	4.639380169799956
Hvs01	Hs01	MAPPIT	5746	3907	0.1971837156600453
Hvs01	RRS	MAPPIT	14912	100062328	-0.3416723546986571
Hvs01	Lit-BM	MAPPIT	8112	9581	0.08188284098794445
Hvs01	RRS	MAPPIT	4616	4676	0.23464394178992218
Hvs01	Hs01	MAPPIT	100002218	8141	0.4184997546140453
Hvs01	RRS	MAPPIT	13017	11207	1.3202476112396335
Hvs01	Hs01	MAPPIT	2966	56141	-0.28842084744123436
Hvs01	RRS	MAPPIT	72102	55915	0.6696295830933007
Hvs01	Hs01	MAPPIT	3433	3700	8.08570376606513
Hvs01	Lit-BM	MAPPIT	71385	5246	-1.0893186548742655
Hvs01	RRS	MAPPIT	4026	71037	-0.7321608303230018
Hvs01	RRS	MAPPIT	13054	8245	-0.036688382430279734
Hvs01	RRS	MAPPIT	12017	4063	0.22410667742268656
Hvs01	Hs01	MAPPIT	3907	1769	-0.37333312793936707
Hvs01	RRS	MAPPIT	616	56829	1.7504503042125512
Hvs01	Hs01	MAPPIT	100064145	4727	6.827262142020759
Hvs01	RRS	MAPPIT	11636	40080561	0.4030381598954667
Hvs01	Hs01	MAPPIT	1190	4933	0.4100691451879351
Hvs01	Lit-BM	MAPPIT	4126	4126	3.9492307537582048
Hvs01	RRS	MAPPIT	6175	70703	-1.0349814591588604
Hvs01	Hs01	MAPPIT	71609	56518	0.4582996114215296
Hvs01	Hs01	MAPPIT	4786	4960	-0.2638635193427363
Hvs01	Lit-BM	MAPPIT	53257	53257	-0.009334143028618605
Hvs01	Hs01	MAPPIT	4173	4447	2.984156933885109
Hvs01	RRS	MAPPIT	13732	55174	0.05314300531918334
Hvs01	RRS	MAPPIT	3642	56866	1.492288786812375
Hvs01	Lit-BM	MAPPIT	14210	11786	0.2325196701557516
Hvs01	Hs01	MAPPIT	70166	70025	0.25517571423936475
Hvs01	Lit-BM	MAPPIT	10036	208	2.607291973573581
Hvs01	Lit-BM	MAPPIT	7587	52905	0.2283990124278735
Hvs01	RRS	MAPPIT	54986	10399	-0.26265553982327694
Hvs01	Lit-BM	MAPPIT	5516	3700	3.646380857730073
Hvs01	RRS	MAPPIT	56553	6333	0.11512812426711913
Hvs01	Hs01	MAPPIT	5143	4279	-0.3016810166743022
Hvs01	Hs01	MAPPIT	100000407	54115	0.27446999076357403
Hvs01	RRS	MAPPIT	71416	4928	0.25859638217992575
Hvs01	Hs01	MAPPIT	7450	2801	-0.3127879132940033
Hvs01	Hs01	MAPPIT	5057	100070040	-0.45244955016169064
Hvs01	Hs01	MAPPIT	12427	56541	5.705413322226725
Hvs01	Hs01	MAPPIT	71609	100064144	5.315659221631478
Hvs01	RRS	MAPPIT	1528	11750	3.0123740173198783
Hvs01	Lit-BM	MAPPIT	5073	7630	-0.07750614349317285
Hvs01	Hs01	MAPPIT	14983	925	-0.4064620492927755
Hvs01	Hs01	MAPPIT	3898	9891	-0.07925374230897435
Hvs01	Hs01	MAPPIT	100016009	416	-0.34008041240281767
Hvs01	Hs01	MAPPIT	71178	55351	-0.24734715409864053
Hvs01	RRS	MAPPIT	2943	71452	-0.012861699820334006
Hvs01	Lit-BM	MAPPIT	5181	5181	6.34566785495079
Hvs01	Hs01	MAPPIT	2362	9231	-0.05337094562732272
Hvs01	RRS	MAPPIT	11172	14397	2.3981827416099213
Hvs01	RRS	MAPPIT	2577	464	3.6273750499687876
Hvs01	Hs01	MAPPIT	1668	10101	0.47882733918000087
Hvs01	Lit-BM	MAPPIT	11208	11208	-2.778462461357076
Hvs01	Hs01	MAPPIT	4516	1074	1.939757778610194
Hvs01	RRS	MAPPIT	13718	5956	0.5413634612395114
Hvs01	Lit-BM	MAPPIT	9868	9868	0.1261343091561677
Hvs01	Lit-BM	MAPPIT	100	8327	2.6647583943548456
Hvs01	Hs01	MAPPIT	12186	1094	0.26928591788482237
Hvs01	RRS	MAPPIT	56182	70361	0.30400190690818024
Hvs01	Lit-BM	MAPPIT	9124	7157	0.728375443450341
Hvs01	RRS	MAPPIT	70759	1776	0.4161845807709772
Hvs01	RRS	MAPPIT	621	55599	3.1588409068474506
Hvs01	RRS	MAPPIT	13680	11664	1.50119796417381
Hvs01	RRS	MAPPIT	642	10585	1.040337814557033
Hvs01	Hs01	MAPPIT	14023	7357	4.904204088806181
Hvs01	RRS	MAPPIT	70345	13668	0.2032058919827228
Hvs01	Lit-BM	MAPPIT	164	53687	-0.11691116420712326
Hvs01	Hs01	MAPPIT	7428	53737	1.175409729504896
Hvs01	RRS	MAPPIT	72022	1306	0.11689956495407755
Hvs01	RRS	MAPPIT	5510	54737	0.903875212894641
Hvs01	Lit-BM	MAPPIT	54455	13777	0.05864258263439947
Hvs01	RRS	MAPPIT	55165	9068	-0.5431017076603908
Hvs01	Hs01	MAPPIT	7682	4259	4.892535190091613
Hvs01	Lit-BM	MAPPIT	3154	54157	-0.06483466563126195
Hvs01	RRS	MAPPIT	4275	7432	-0.565108168123693
Hvs01	Lit-BM	MAPPIT	9215	12304	0.02198366785350197
Hvs01	Lit-BM	MAPPIT	11706	756	-0.13859745444448987
Hvs01	Hs01	MAPPIT	2717	53842	-0.14031418477532995
Hvs01	Hs01	MAPPIT	244	72067	0.2394300212577113
Hvs01	Hs01	MAPPIT	12188	72006	0.2546870631481791
Hvs01	Hs01	MAPPIT	6534	12653	3.9722685710187267
Hvs01	Hs01	MAPPIT	14291	100011278	0.0420914244866739
Hvs01	Lit-BM	MAPPIT	3192	100064165	-0.1292667832456055
Hvs01	RRS	MAPPIT	100069219	2154	-0.11070499852681168
Hvs01	Hs01	MAPPIT	14398	54426	3.29467726714363
Hvs01	Hs01	MAPPIT	72121	71379	0.11812115012354107
Hvs01	RRS	MAPPIT	5813	7476	-0.2399251491459822
Hvs01	RRS	MAPPIT	14577	873	-0.15105740887760147
Hvs01	Hs01	MAPPIT	2208	5594	0.10405889012409408
Hvs01	Hs01	MAPPIT	100064149	54665	0.33614195407990666
Hvs01	RRS	MAPPIT	71649	72019	0.34652657603202613
Hvs01	Lit-BM	MAPPIT	100009114	346	3.7894141230804084
Hvs01	RRS	MAPPIT	919	2918	-0.2036728910586755
Hvs01	RRS	MAPPIT	3890	100069110	0.4996690389312365
Hvs01	RRS	MAPPIT	56944	54923	0.1324832044131308
Hvs01	Hs01	MAPPIT	71945	5894	2.2576875250665123
Hvs01	RRS	MAPPIT	5910	10281	0.2482581264400599
Hvs01	RRS	MAPPIT	5157	13486	-1.0250478845910957
Hvs01	RRS	MAPPIT	8244	3385	1.7369946698047978
Hvs01	RRS	MAPPIT	1643	55010	-0.25139553839591755
Hvs01	RRS	MAPPIT	54041	4604	-0.015464865178242023
Hvs01	Lit-BM	MAPPIT	5192	9293	0.901619111488454
Hvs01	Hs01	MAPPIT	100069067	100015584	0.26747491163749787
Hvs01	RRS	MAPPIT	1682	12642	0.45450456148933094
Hvs01	Lit-BM	MAPPIT	5980	100069121	-0.21767786502558645
Hvs01	Hs01	MAPPIT	5286	13561	3.5541641939660042
Hvs01	Hs01	MAPPIT	12541	1724	-0.147756331411096
Hvs01	Lit-BM	MAPPIT	11563	8274	0.44797596991908134
Hvs01	RRS	MAPPIT	10037	8334	1.6563008300906452
Hvs01	RRS	MAPPIT	14327	1126	0.36658760509557387
Hvs01	Hs01	MAPPIT	6112	11406	0.38849451032799165
Hvs01	Hs01	MAPPIT	3598	1782	-0.18186520123824504
Hvs01	Hs01	MAPPIT	13662	54426	0.8939764814229063
Hvs01	RRS	MAPPIT	5432	54053	-0.4617069670392137
Hvs01	Hs01	MAPPIT	5442	100016215	-0.10982501136541452
Hvs01	RRS	MAPPIT	53344	56439	0.07928596125930475
Hvs01	RRS	MAPPIT	12333	2654	1.931267948163448
Hvs01	RRS	MAPPIT	5526	5619	0.15535630573037823
Hvs01	RRS	MAPPIT	4812	6390	0.05192595395375673
Hvs01	Hs01	MAPPIT	11857	71628	0.3380545864044252
Hvs01	RRS	MAPPIT	56589	4257	-0.4912465050824761
Hvs01	RRS	MAPPIT	10481	55746	0.13832165341147196
Hvs01	Hs01	MAPPIT	71001	4870	-0.0660356839158988
Hvs01	Lit-BM	MAPPIT	70370	1392	-1.0120007676957983
Hvs01	Hs01	MAPPIT	4327	4327	8.154101051870528
Hvs01	Hs01	MAPPIT	54137	55406	5.322068562146922
Hvs01	Hs01	MAPPIT	784	71842	0.11771924557083205
Hvs01	Hs01	MAPPIT	54271	100066339	0.2904452806793293
Hvs01	Lit-BM	MAPPIT	7894	1430	-0.4680751516352261
Hvs01	Lit-BM	MAPPIT	14287	71438	-0.22321325153549076
Hvs01	RRS	MAPPIT	10371	3202	1.1491090864143871
Hvs01	RRS	MAPPIT	71287	71914	0.2680646689258857
Hvs01	Hs01	MAPPIT	10812	12626	-0.25665840496146075
Hvs01	RRS	MAPPIT	100014223	2207	-0.33517398665310055
Hvs01	Lit-BM	MAPPIT	9504	13628	0.11718119523455833
Hvs01	RRS	MAPPIT	4490	52594	0.35682141432444275
Hvs01	RRS	MAPPIT	932	100062305	3.981593896701121
Hvs01	Hs01	MAPPIT	5894	10101	0.2374881817714862
Hvs01	Lit-BM	MAPPIT	11579	421	0.28250001878638337
Hvs01	Hs01	MAPPIT	4535	56141	-0.49908329918782435
Hvs01	Lit-BM	MAPPIT	2455	2348	2.3559323493705144
Hvs01	RRS	MAPPIT	11468	5932	0.624784327642205
Hvs01	RRS	MAPPIT	71745	1660	-0.4665755233534655
Hvs01	RRS	MAPPIT	2362	10227	1.4177323332146126
Hvs01	Hs01	MAPPIT	9746	12427	0.29543812390502744
Hvs01	Hs01	MAPPIT	5424	1074	-0.20744211458796624
Hvs01	RRS	MAPPIT	72108	1095	-0.1344021070244265
Hvs01	RRS	MAPPIT	52927	71999	-0.19724928885176282
Hvs01	Hs01	MAPPIT	13600	56181	0.08027847926500044
Hvs01	Hs01	MAPPIT	9868	612	-0.051641549298523
Hvs01	RRS	MAPPIT	127	6756	0.7337190591881455
Hvs01	RRS	MAPPIT	70907	10127	-0.7591418461610732
Hvs01	Hs01	MAPPIT	56616	56513	-0.007719139845794313
Hvs01	Hs01	MAPPIT	6197	13668	5.300288766654527
Hvs01	Hs01	MAPPIT	7357	70497	1.634990687105059
Hvs01	RRS	MAPPIT	7431	13386	2.034760926972748
Hvs01	RRS	MAPPIT	56630	100015275	-0.15230773006542264
Hvs01	RRS	MAPPIT	8963	9081	2.6330738615059834
Hvs01	RRS	MAPPIT	1942	5742	1.8801666402731194
Hvs01	RRS	MAPPIT	70532	53705	-0.09332649859239844
Hvs01	Hs01	MAPPIT	100063938	4259	3.785063540826745
Hvs01	RRS	MAPPIT	11965	52843	-0.0354416575162932
Hvs01	RRS	MAPPIT	7111	4875	-0.13763095250703244
Hvs01	Hs01	MAPPIT	9254	53833	0.5917154043088582
Hvs01	RRS	MAPPIT	247	53189	0.3123143450656375
Hvs01	Hs01	MAPPIT	3754	14862	0.0792587632396075
Hvs01	Hs01	MAPPIT	5664	11837	0.19533985033604676
Hvs01	RRS	MAPPIT	1446	2341	0.7737437973788639
Hvs01	Hs01	MAPPIT	100066360	14366	2.0103444617818775
Hvs01	Hs01	MAPPIT	4407	7045	-0.010966809813614567
Hvs01	Hs01	MAPPIT	71075	3769	-0.08984315131615392
Hvs01	RRS	MAPPIT	71281	71860	0.20819153603738247
Hvs01	RRS	MAPPIT	5762	12343	1.2371215810369194
Hvs01	Hs01	MAPPIT	14398	55730	1.5961264758467895
Hvs01	Hs01	MAPPIT	2078	856	-0.050460503584246245
Hvs01	RRS	MAPPIT	4435	100064156	-0.4454977219734515
Hvs01	Hs01	MAPPIT	7917	7917	3.430044908125374
Hvs01	RRS	MAPPIT	3846	8567	2.4195753675338545
Hvs01	Hs01	MAPPIT	100009829	12452	0.9109344710009982
Hvs01	Lit-BM	MAPPIT	4489	10823	4.042050991465818
Hvs01	Hs01	MAPPIT	2265	4468	1.019702860750566
Hvs01	Hs01	MAPPIT	405	2661	-0.159039252709698
Hvs01	Lit-BM	MAPPIT	3930	6432	-0.24830672913814994
Hvs01	RRS	MAPPIT	425	11645	2.474799952253486
Hvs01	Hs01	MAPPIT	2339	5965	0.9073664719812584
Hvs01	Hs01	MAPPIT	3365	3392	-0.41149510363519376
Hvs01	Hs01	MAPPIT	1638	55039	0.09689663564642423
Hvs01	RRS	MAPPIT	40080552	12852	0.9372986335827281
Hvs01	RRS	MAPPIT	3960	12861	1.8866941526287473
Hvs01	Hs01	MAPPIT	9734	11907	0.24177195827556255
Hvs01	RRS	MAPPIT	2363	100000442	-0.1280153820501737
Hvs01	RRS	MAPPIT	9458	2975	0.3226534071659982
Hvs01	Hs01	MAPPIT	8626	3445	3.3229744506142214
Hvs01	Hs01	MAPPIT	11222	54316	7.576981553913468
Hvs01	Hs01	MAPPIT	11356	1074	0.41929754463596597
Hvs01	Lit-BM	MAPPIT	4066	4955	0.2525340417644389
Hvs01	Hs01	MAPPIT	9963	9963	8.215959172392193
Hvs01	RRS	MAPPIT	100069066	13413	0.12350819250110434
Hvs01	Hs01	MAPPIT	53012	3522	0.7792634482158906
Hvs01	Hs01	MAPPIT	11356	100	0.04009386620478596
Hvs01	RRS	MAPPIT	100069078	1747	0.7047232729972903
Hvs01	RRS	MAPPIT	100014441	56274	0.2585042596190619
Hvs01	RRS	MAPPIT	11755	2453	1.6822975891956204
Hvs01	Hs01	MAPPIT	6119	71828	0.7188720056690596
Hvs01	Hs01	MAPPIT	100002218	53030	-0.4545943522043759
Hvs01	RRS	MAPPIT	7246	9379	0.1173945264508495
Hvs01	Hs01	MAPPIT	1797	1797	-0.31503351583663197
Hvs01	Hs01	MAPPIT	55871	13662	4.228733864381758
Hvs01	Hs01	MAPPIT	71001	3598	0.05341366237339935
Hvs01	RRS	MAPPIT	100014695	11695	0.11232476678994993
Hvs01	Lit-BM	MAPPIT	3625	100067498	0.10498126693571055
Hvs01	RRS	MAPPIT	14717	4790	-0.16128114188769926
Hvs01	RRS	MAPPIT	55005	6302	0.3041228182858645
Hvs01	RRS	MAPPIT	5993	1915	-0.25777228374393996
Hvs01	RRS	MAPPIT	11840	9007	1.2944398221629125
Hvs01	Hs01	MAPPIT	4870	100015084	1.9499464593200182
Hvs01	Lit-BM	MAPPIT	2715	11826	0.18521211345774963
Hvs01	Lit-BM	MAPPIT	6452	70281	0.6044077031851921
Hvs01	Hs01	MAPPIT	14862	2077	0.973277436973546
Hvs01	RRS	MAPPIT	56421	2723	-0.16754313388324527
Hvs01	Hs01	MAPPIT	71060	100011508	0.11290088829228996
Hvs01	Hs01	MAPPIT	3392	869	0.5571707972016278
