ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences
ENSG00000132612	ENSG00000255112	2	1	2
ENSG00000130779	ENSG00000136717	2	2	4
ENSG00000105383	ENSG00000159189	1	2	2
ENSG00000120694	ENSG00000172757	1	2	2
ENSG00000116127	ENSG00000135636	1	2	2
ENSG00000132612	ENSG00000254505	3	1	3
ENSG00000131018	ENSG00000131018	1	3	3
ENSG00000131165	ENSG00000132612	3	2	4
ENSG00000124507	ENSG00000197386	3	2	4
ENSG00000075624	ENSG00000147364	1	2	2
ENSG00000163798	ENSG00000166333	1	3	3
ENSG00000165140	ENSG00000165140	2	2	2
ENSG00000171867	ENSG00000173786	1	2	2
ENSG00000141030	ENSG00000160255	1	2	2
ENSG00000100083	ENSG00000143761	4	3	4
ENSG00000104365	ENSG00000141030	2	2	3
ENSG00000108523	ENSG00000110628	1	3	3
ENSG00000100083	ENSG00000141367	4	4	6
ENSG00000076242	ENSG00000129071	2	3	3
ENSG00000091583	ENSG00000091583	2	4	4
ENSG00000029725	ENSG00000100083	8	5	12
ENSG00000100083	ENSG00000154710	2	3	3
ENSG00000124006	ENSG00000155657	1	4	4
ENSG00000100083	ENSG00000137642	4	3	5
ENSG00000100083	ENSG00000134243	4	2	7
ENSG00000135679	ENSG00000172167	2	3	3
ENSG00000091622	ENSG00000120899	1	2	2
ENSG00000055118	ENSG00000055118	2	2	2
ENSG00000100083	ENSG00000123106	3	3	3
ENSG00000204256	ENSG00000204256	1	2	2
ENSG00000102119	ENSG00000131018	2	2	4
ENSG00000116473	ENSG00000156973	2	1	2
ENSG00000187239	ENSG00000187239	2	3	3
ENSG00000142192	ENSG00000163697	3	3	4
ENSG00000116473	ENSG00000138698	2	2	2
ENSG00000116473	ENSG00000130396	1	2	2
ENSG00000137764	ENSG00000166484	2	3	4
ENSG00000115904	ENSG00000174775	8	6	8
ENSG00000198513	ENSG00000198513	1	3	3
ENSG00000106299	ENSG00000185043	1	4	4
ENSG00000135968	ENSG00000135968	1	2	2
ENSG00000187239	ENSG00000205302	2	2	3
ENSG00000072274	ENSG00000091513	5	6	7
ENSG00000067606	ENSG00000166484	1	3	3
ENSG00000129116	ENSG00000154556	1	2	2
ENSG00000108953	ENSG00000166484	2	2	2
ENSG00000115904	ENSG00000183091	1	3	3
ENSG00000146648	ENSG00000163697	3	4	4
ENSG00000173273	ENSG00000187239	1	3	3
ENSG00000164362	ENSG00000185043	2	2	3
ENSG00000104517	ENSG00000185043	1	2	2
ENSG00000005961	ENSG00000185043	1	2	2
ENSG00000100097	ENSG00000128052	1	3	3
ENSG00000131018	ENSG00000160789	2	3	3
ENSG00000135636	ENSG00000155657	1	2	2
ENSG00000163466	ENSG00000241553	2	2	2
ENSG00000111229	ENSG00000241553	2	2	2
ENSG00000116473	ENSG00000132155	5	3	5
ENSG00000185043	ENSG00000197442	1	4	4
ENSG00000171885	ENSG00000171885	1	2	2
ENSG00000076242	ENSG00000136997	1	2	2
ENSG00000129535	ENSG00000179943	1	2	2
ENSG00000030304	ENSG00000131018	1	2	2
ENSG00000162704	ENSG00000241553	2	1	2
ENSG00000185043	ENSG00000253729	2	3	3
ENSG00000169750	ENSG00000185043	1	2	2
ENSG00000143801	ENSG00000185043	1	2	2
ENSG00000004939	ENSG00000163798	1	2	2
ENSG00000128052	ENSG00000164111	1	2	2
ENSG00000170180	ENSG00000170180	3	2	3
ENSG00000091513	ENSG00000184502	1	3	3
ENSG00000136717	ENSG00000165140	1	4	4
ENSG00000141030	ENSG00000166200	8	4	9
ENSG00000079739	ENSG00000160307	1	2	2
ENSG00000147889	ENSG00000213639	1	2	2
ENSG00000130340	ENSG00000130340	3	6	6
ENSG00000160255	ENSG00000171914	1	3	3
ENSG00000103365	ENSG00000185359	2	2	2
ENSG00000118579	ENSG00000130340	1	2	2
ENSG00000110367	ENSG00000125107	1	2	2
ENSG00000070770	ENSG00000168280	1	4	4
ENSG00000131037	ENSG00000198851	2	6	6
ENSG00000137076	ENSG00000259207	3	3	4
ENSG00000130340	ENSG00000143537	2	3	4
ENSG00000130340	ENSG00000168615	1	2	2
ENSG00000061938	ENSG00000130340	2	3	3
ENSG00000117560	ENSG00000130340	2	3	3
ENSG00000186350	ENSG00000186350	3	2	3
ENSG00000079739	ENSG00000160678	1	2	2
ENSG00000100280	ENSG00000152056	1	2	2
ENSG00000150594	ENSG00000154277	1	2	2
ENSG00000146648	ENSG00000185499	6	7	9
ENSG00000170296	ENSG00000170296	3	3	3
ENSG00000170296	ENSG00000177169	5	4	6
ENSG00000170296	ENSG00000175224	3	3	3
ENSG00000147889	ENSG00000186298	1	2	2
ENSG00000073050	ENSG00000137074	6	5	10
ENSG00000137074	ENSG00000143799	2	4	4
ENSG00000107643	ENSG00000147889	1	2	2
ENSG00000120699	ENSG00000223496	2	1	2
ENSG00000143363	ENSG00000239672	1	3	3
ENSG00000175334	ENSG00000175334	2	2	2
ENSG00000034713	ENSG00000078804	1	2	2
ENSG00000105392	ENSG00000175334	1	2	2
ENSG00000109339	ENSG00000147889	1	2	2
ENSG00000130340	ENSG00000159082	1	2	2
ENSG00000120896	ENSG00000277363	1	2	2
ENSG00000103365	ENSG00000197081	5	2	6
ENSG00000151090	ENSG00000186350	8	4	8
ENSG00000100266	ENSG00000165912	2	3	3
ENSG00000100393	ENSG00000152409	1	2	2
ENSG00000141030	ENSG00000167986	5	3	5
ENSG00000100266	ENSG00000124507	2	3	3
ENSG00000100083	ENSG00000170315	1	2	2
ENSG00000141030	ENSG00000169727	9	5	9
ENSG00000100083	ENSG00000150991	4	3	5
ENSG00000100266	ENSG00000153317	2	2	2
ENSG00000165912	ENSG00000165912	1	2	2
ENSG00000124507	ENSG00000165912	1	2	2
ENSG00000055118	ENSG00000108953	1	2	2
ENSG00000003056	ENSG00000100083	2	3	3
ENSG00000100083	ENSG00000186318	5	3	7
ENSG00000100083	ENSG00000134287	4	2	5
ENSG00000100083	ENSG00000197081	7	4	10
ENSG00000100266	ENSG00000100266	2	3	3
ENSG00000100083	ENSG00000130881	1	2	2
ENSG00000175866	ENSG00000181790	1	2	2
ENSG00000112290	ENSG00000175866	1	3	3
ENSG00000175866	ENSG00000186908	1	2	2
ENSG00000116809	ENSG00000147889	1	2	2
ENSG00000123609	ENSG00000147889	1	2	2
ENSG00000127445	ENSG00000196235	2	3	3
ENSG00000029725	ENSG00000103365	6	6	9
ENSG00000070831	ENSG00000175866	6	5	7
ENSG00000111676	ENSG00000175866	2	4	4
ENSG00000131759	ENSG00000186350	17	7	20
ENSG00000103365	ENSG00000137642	1	2	2
ENSG00000112130	ENSG00000186350	1	3	3
ENSG00000144852	ENSG00000186350	3	2	3
ENSG00000070770	ENSG00000115053	1	3	3
ENSG00000147889	ENSG00000167967	1	2	2
ENSG00000103365	ENSG00000134243	3	2	6
ENSG00000146374	ENSG00000183579	2	2	2
ENSG00000111424	ENSG00000186350	23	5	25
ENSG00000049249	ENSG00000165501	1	2	2
ENSG00000162714	ENSG00000165671	1	2	2
ENSG00000144485	ENSG00000196781	1	2	2
ENSG00000122194	ENSG00000204389	1	2	2
ENSG00000082512	ENSG00000157873	2	3	3
ENSG00000125735	ENSG00000157873	4	4	5
ENSG00000039319	ENSG00000100284	1	5	5
ENSG00000123240	ENSG00000140941	3	2	4
ENSG00000116016	ENSG00000133794	2	2	3
ENSG00000140941	ENSG00000165572	2	2	3
ENSG00000106052	ENSG00000140941	2	2	2
ENSG00000104408	ENSG00000116016	1	3	3
ENSG00000116016	ENSG00000134086	15	4	16
ENSG00000116016	ENSG00000143437	5	5	7
ENSG00000082512	ENSG00000088888	2	2	3
ENSG00000088888	ENSG00000097007	1	3	3
ENSG00000080824	ENSG00000204389	6	3	6
ENSG00000012048	ENSG00000083635	1	2	2
ENSG00000139687	ENSG00000204713	1	2	2
ENSG00000100030	ENSG00000120129	3	4	5
ENSG00000102882	ENSG00000120129	4	4	4
ENSG00000075413	ENSG00000137193	2	4	4
ENSG00000075413	ENSG00000186868	1	2	2
ENSG00000124145	ENSG00000138685	2	2	2
ENSG00000131263	ENSG00000147601	1	3	3
ENSG00000113721	ENSG00000197461	1	2	2
ENSG00000100311	ENSG00000113721	5	4	6
ENSG00000113721	ENSG00000113721	3	3	3
ENSG00000165672	ENSG00000221829	1	2	2
ENSG00000108961	ENSG00000132341	2	2	3
ENSG00000103769	ENSG00000131242	2	3	3
ENSG00000118503	ENSG00000124226	1	2	2
ENSG00000083635	ENSG00000102081	2	2	3
ENSG00000100815	ENSG00000139687	1	2	2
ENSG00000176749	ENSG00000181409	1	3	3
ENSG00000125107	ENSG00000144580	2	3	3
ENSG00000055917	ENSG00000188613	1	2	2
ENSG00000127191	ENSG00000157873	4	4	5
ENSG00000204713	ENSG00000204713	5	3	5
ENSG00000125107	ENSG00000188613	1	2	2
ENSG00000150093	ENSG00000161638	6	4	6
ENSG00000077522	ENSG00000248746	1	2	2
ENSG00000107438	ENSG00000125834	1	2	2
ENSG00000073803	ENSG00000165672	1	2	2
ENSG00000196235	ENSG00000213246	4	4	6
ENSG00000077522	ENSG00000130037	3	2	5
ENSG00000124145	ENSG00000124145	1	2	2
ENSG00000082512	ENSG00000240505	2	2	3
ENSG00000104164	ENSG00000117758	1	2	2
ENSG00000013016	ENSG00000131381	2	1	2
ENSG00000171867	ENSG00000183773	1	2	2
ENSG00000116754	ENSG00000205937	2	3	3
ENSG00000013016	ENSG00000107560	1	2	2
ENSG00000150093	ENSG00000164171	3	3	3
ENSG00000130402	ENSG00000185359	1	2	2
ENSG00000104164	ENSG00000135441	2	6	6
ENSG00000114316	ENSG00000205937	1	2	2
ENSG00000122194	ENSG00000204388	1	2	2
ENSG00000167641	ENSG00000171867	1	2	2
ENSG00000044574	ENSG00000120725	2	2	3
ENSG00000145777	ENSG00000171867	1	2	2
ENSG00000100368	ENSG00000164399	3	3	3
ENSG00000080824	ENSG00000204388	6	3	6
ENSG00000013016	ENSG00000110047	2	3	3
ENSG00000033800	ENSG00000169083	2	2	2
ENSG00000136051	ENSG00000172661	1	2	2
ENSG00000164961	ENSG00000172661	1	2	2
ENSG00000141027	ENSG00000169083	9	5	13
ENSG00000106511	ENSG00000135903	1	2	2
ENSG00000136527	ENSG00000205937	2	3	3
ENSG00000121067	ENSG00000169083	3	2	3
ENSG00000140682	ENSG00000169083	3	3	5
ENSG00000106511	ENSG00000125813	1	2	2
ENSG00000104164	ENSG00000186222	2	2	2
ENSG00000169083	ENSG00000175215	1	3	3
ENSG00000159733	ENSG00000171867	1	2	2
ENSG00000047579	ENSG00000104164	3	4	4
ENSG00000149115	ENSG00000173273	1	2	2
ENSG00000104164	ENSG00000104164	1	2	2
ENSG00000075856	ENSG00000205937	2	5	5
ENSG00000078747	ENSG00000155252	1	2	2
ENSG00000111237	ENSG00000131374	4	4	6
ENSG00000136450	ENSG00000136450	2	2	2
ENSG00000113448	ENSG00000137486	2	2	2
ENSG00000072110	ENSG00000154556	1	2	2
ENSG00000174827	ENSG00000197208	1	2	2
ENSG00000174827	ENSG00000197891	1	2	2
ENSG00000113448	ENSG00000141480	4	4	6
ENSG00000100368	ENSG00000113525	2	3	3
ENSG00000068354	ENSG00000140941	1	2	2
ENSG00000072110	ENSG00000181418	1	2	2
ENSG00000100368	ENSG00000164400	3	4	4
ENSG00000074219	ENSG00000137693	2	2	2
ENSG00000113448	ENSG00000254087	1	2	2
ENSG00000072110	ENSG00000120885	1	2	2
ENSG00000077522	ENSG00000107438	2	2	2
ENSG00000171867	ENSG00000198315	1	2	2
ENSG00000077522	ENSG00000135636	1	2	2
ENSG00000077522	ENSG00000214274	1	4	4
ENSG00000106633	ENSG00000158571	1	2	2
ENSG00000101558	ENSG00000112038	1	3	3
ENSG00000136450	ENSG00000160201	3	3	3
ENSG00000063244	ENSG00000136450	2	2	2
ENSG00000113448	ENSG00000204628	3	3	5
ENSG00000064300	ENSG00000134259	6	4	6
ENSG00000116809	ENSG00000136997	8	5	11
ENSG00000101558	ENSG00000110048	3	4	4
ENSG00000064300	ENSG00000198400	3	4	4
ENSG00000072110	ENSG00000107438	3	3	4
ENSG00000140941	ENSG00000185651	1	2	2
ENSG00000064300	ENSG00000142192	2	3	3
ENSG00000064300	ENSG00000064300	2	2	2
ENSG00000117586	ENSG00000186827	2	3	3
ENSG00000129682	ENSG00000171867	1	2	2
ENSG00000136450	ENSG00000164985	1	2	2
ENSG00000171867	ENSG00000187024	1	2	2
ENSG00000137824	ENSG00000166913	4	4	4
ENSG00000140941	ENSG00000161011	14	7	20
ENSG00000171867	ENSG00000181982	1	2	2
ENSG00000104852	ENSG00000136450	2	3	3
ENSG00000136450	ENSG00000275895	3	2	3
ENSG00000136450	ENSG00000198900	4	4	5
ENSG00000137824	ENSG00000196396	2	1	2
ENSG00000077522	ENSG00000182255	1	2	2
ENSG00000074276	ENSG00000086015	1	2	2
ENSG00000163106	ENSG00000163106	2	1	2
ENSG00000109062	ENSG00000113721	4	4	5
ENSG00000115216	ENSG00000121022	1	2	2
ENSG00000160182	ENSG00000204345	1	3	3
ENSG00000128245	ENSG00000166923	1	3	3
ENSG00000065526	ENSG00000156587	1	2	2
ENSG00000065526	ENSG00000079102	1	2	2
ENSG00000058091	ENSG00000128245	1	2	2
ENSG00000160182	ENSG00000163518	1	3	3
ENSG00000065526	ENSG00000182247	1	2	2
ENSG00000118503	ENSG00000128245	3	3	5
ENSG00000128016	ENSG00000128245	1	2	2
ENSG00000101224	ENSG00000128245	3	4	4
ENSG00000128245	ENSG00000170759	2	3	3
ENSG00000128245	ENSG00000145335	1	5	5
ENSG00000133874	ENSG00000164615	1	2	2
ENSG00000113580	ENSG00000128245	1	2	2
ENSG00000109906	ENSG00000147649	1	2	2
ENSG00000166949	ENSG00000166949	5	6	7
ENSG00000100387	ENSG00000166949	1	2	2
ENSG00000129152	ENSG00000172680	1	2	2
ENSG00000087206	ENSG00000183763	1	2	2
ENSG00000137843	ENSG00000169083	3	3	5
ENSG00000099822	ENSG00000164588	2	2	2
ENSG00000137331	ENSG00000171867	1	2	2
ENSG00000105366	ENSG00000160182	1	3	3
ENSG00000101558	ENSG00000117859	3	2	3
ENSG00000122194	ENSG00000152234	1	2	2
ENSG00000115216	ENSG00000169750	1	3	3
ENSG00000099822	ENSG00000099822	2	4	4
ENSG00000160181	ENSG00000163518	1	3	3
ENSG00000171209	ENSG00000171867	1	2	2
ENSG00000165029	ENSG00000168807	2	3	3
ENSG00000173898	ENSG00000198722	1	2	2
ENSG00000175387	ENSG00000175832	1	2	2
ENSG00000106290	ENSG00000187325	1	2	2
ENSG00000100764	ENSG00000197579	1	2	2
ENSG00000116030	ENSG00000197579	2	1	2
ENSG00000103275	ENSG00000197579	2	2	2
ENSG00000166949	ENSG00000175387	7	3	7
ENSG00000125810	ENSG00000142186	1	2	2
ENSG00000104142	ENSG00000172403	1	2	2
ENSG00000171206	ENSG00000171206	3	3	4
ENSG00000128591	ENSG00000172403	1	2	2
ENSG00000141646	ENSG00000175387	46	9	48
ENSG00000100603	ENSG00000175387	2	3	3
ENSG00000172403	ENSG00000196924	2	2	2
ENSG00000035403	ENSG00000161847	1	3	3
ENSG00000182568	ENSG00000197579	2	1	2
ENSG00000169398	ENSG00000169398	2	1	2
ENSG00000136603	ENSG00000175387	9	4	9
ENSG00000169139	ENSG00000177889	19	5	22
ENSG00000141510	ENSG00000197579	5	4	5
ENSG00000150991	ENSG00000169139	4	2	5
ENSG00000197579	ENSG00000198900	3	3	4
ENSG00000062822	ENSG00000132646	10	5	10
ENSG00000070756	ENSG00000090905	4	4	5
ENSG00000087074	ENSG00000211460	1	2	2
ENSG00000160973	ENSG00000175387	9	3	11
ENSG00000138069	ENSG00000198793	1	3	3
ENSG00000067182	ENSG00000276293	1	2	2
ENSG00000136997	ENSG00000175387	1	2	2
ENSG00000121067	ENSG00000276293	1	2	2
ENSG00000106100	ENSG00000170633	1	2	2
ENSG00000171105	ENSG00000175387	1	2	2
ENSG00000106682	ENSG00000161960	1	2	2
ENSG00000157933	ENSG00000175387	13	8	17
ENSG00000071051	ENSG00000113721	3	3	4
ENSG00000112658	ENSG00000129152	1	2	2
ENSG00000101246	ENSG00000108669	1	2	2
ENSG00000101558	ENSG00000131748	1	3	3
ENSG00000163995	ENSG00000174429	1	2	2
ENSG00000134308	ENSG00000197442	2	2	2
ENSG00000164045	ENSG00000197442	1	2	2
ENSG00000166913	ENSG00000197442	2	2	2
ENSG00000087074	ENSG00000164754	1	2	2
ENSG00000141480	ENSG00000197442	3	2	3
ENSG00000182578	ENSG00000185338	1	2	2
ENSG00000087074	ENSG00000101665	1	2	2
ENSG00000108984	ENSG00000197442	5	3	5
ENSG00000112640	ENSG00000183765	1	2	2
ENSG00000104365	ENSG00000104365	15	6	15
ENSG00000164924	ENSG00000197442	4	5	5
ENSG00000128245	ENSG00000197442	2	2	2
ENSG00000135074	ENSG00000138443	1	2	2
ENSG00000172062	ENSG00000197442	1	3	3
ENSG00000197442	ENSG00000205571	1	3	3
ENSG00000137486	ENSG00000197442	2	3	3
ENSG00000104365	ENSG00000198223	2	4	4
ENSG00000071051	ENSG00000198851	2	3	3
ENSG00000135341	ENSG00000197442	2	2	3
ENSG00000078043	ENSG00000204713	1	2	2
ENSG00000105443	ENSG00000177666	1	2	2
ENSG00000074706	ENSG00000105443	1	2	2
ENSG00000142733	ENSG00000197442	4	3	5
ENSG00000136810	ENSG00000197442	13	4	15
ENSG00000055130	ENSG00000159377	2	2	2
ENSG00000105443	ENSG00000143761	3	3	3
ENSG00000164400	ENSG00000198223	3	3	3
ENSG00000101665	ENSG00000166949	1	2	2
ENSG00000105443	ENSG00000128271	1	4	4
ENSG00000140443	ENSG00000184557	1	2	2
ENSG00000120833	ENSG00000140443	1	2	2
ENSG00000105443	ENSG00000146648	1	3	3
ENSG00000033800	ENSG00000204713	1	2	2
ENSG00000112290	ENSG00000138443	2	5	5
ENSG00000115966	ENSG00000166949	1	2	2
ENSG00000163481	ENSG00000173039	1	2	2
ENSG00000166949	ENSG00000171223	1	2	2
ENSG00000132646	ENSG00000183763	1	2	2
ENSG00000101558	ENSG00000134321	2	2	2
ENSG00000164305	ENSG00000196632	1	2	2
ENSG00000136603	ENSG00000166949	9	4	9
ENSG00000137843	ENSG00000188906	2	1	2
ENSG00000068024	ENSG00000081189	6	4	6
ENSG00000165025	ENSG00000183763	1	2	2
ENSG00000081189	ENSG00000129152	2	2	2
ENSG00000081189	ENSG00000185591	1	2	2
ENSG00000133056	ENSG00000204713	1	2	2
ENSG00000157933	ENSG00000166949	16	8	20
ENSG00000131508	ENSG00000163481	6	5	8
ENSG00000107937	ENSG00000186575	1	4	4
ENSG00000197442	ENSG00000197442	11	7	13
ENSG00000138443	ENSG00000254999	1	5	5
ENSG00000138443	ENSG00000273749	1	4	4
ENSG00000188372	ENSG00000188372	1	3	3
ENSG00000108669	ENSG00000113595	1	2	2
ENSG00000108669	ENSG00000160255	3	3	4
ENSG00000117000	ENSG00000143622	1	2	2
ENSG00000108669	ENSG00000115165	3	2	3
ENSG00000158796	ENSG00000166949	1	3	3
ENSG00000157077	ENSG00000166949	6	5	7
ENSG00000166949	ENSG00000170345	2	3	3
ENSG00000136997	ENSG00000166949	1	2	2
ENSG00000166949	ENSG00000177606	5	3	6
ENSG00000123159	ENSG00000161638	1	2	2
ENSG00000107816	ENSG00000157540	2	5	5
ENSG00000166949	ENSG00000169083	3	2	4
ENSG00000111424	ENSG00000166949	1	2	2
ENSG00000129152	ENSG00000135446	2	2	3
ENSG00000175387	ENSG00000177426	2	2	3
ENSG00000136504	ENSG00000169083	1	3	3
ENSG00000109685	ENSG00000169083	1	3	3
ENSG00000138750	ENSG00000213024	2	2	2
ENSG00000160255	ENSG00000179526	1	2	2
ENSG00000149346	ENSG00000188827	2	3	3
ENSG00000132604	ENSG00000188827	5	6	9
ENSG00000058272	ENSG00000181788	1	2	2
ENSG00000075142	ENSG00000138279	2	2	2
ENSG00000091409	ENSG00000123159	1	2	2
ENSG00000137601	ENSG00000171055	1	2	2
ENSG00000161638	ENSG00000179526	2	3	4
ENSG00000103275	ENSG00000197329	1	2	2
ENSG00000113558	ENSG00000153558	7	5	7
ENSG00000166851	ENSG00000188827	3	4	5
ENSG00000089234	ENSG00000089234	3	3	3
ENSG00000171055	ENSG00000186908	1	2	2
ENSG00000074706	ENSG00000100055	1	2	2
ENSG00000168310	ENSG00000170604	2	3	3
ENSG00000135605	ENSG00000185338	1	2	2
ENSG00000105397	ENSG00000184990	1	2	2
ENSG00000095002	ENSG00000188827	2	4	4
ENSG00000164171	ENSG00000179526	1	3	3
ENSG00000105011	ENSG00000146872	4	3	5
ENSG00000065054	ENSG00000149782	1	2	2
ENSG00000065054	ENSG00000160801	1	2	2
ENSG00000065054	ENSG00000184895	2	2	2
ENSG00000051128	ENSG00000104365	1	2	2
ENSG00000075142	ENSG00000115271	2	2	3
ENSG00000104973	ENSG00000131759	1	2	2
ENSG00000140379	ENSG00000153094	2	2	2
ENSG00000072803	ENSG00000113558	14	7	16
ENSG00000005844	ENSG00000179526	2	2	4
ENSG00000015475	ENSG00000140379	2	2	2
ENSG00000092098	ENSG00000179526	7	4	8
ENSG00000143106	ENSG00000160791	1	2	2
ENSG00000160791	ENSG00000271503	8	5	8
ENSG00000160791	ENSG00000275302	5	3	5
ENSG00000100084	ENSG00000105011	2	4	4
ENSG00000105011	ENSG00000172534	1	2	2
ENSG00000182179	ENSG00000187608	5	2	5
ENSG00000152253	ENSG00000161888	3	3	3
ENSG00000089234	ENSG00000137497	2	1	2
ENSG00000132386	ENSG00000177666	2	2	3
ENSG00000087086	ENSG00000105835	1	2	2
ENSG00000105835	ENSG00000198888	1	2	2
ENSG00000152049	ENSG00000196924	1	2	2
ENSG00000092847	ENSG00000171867	1	2	2
ENSG00000012061	ENSG00000188827	8	4	9
ENSG00000144566	ENSG00000157500	3	3	4
ENSG00000170315	ENSG00000187555	2	1	2
ENSG00000106366	ENSG00000122861	3	3	3
ENSG00000157500	ENSG00000170820	2	2	3
ENSG00000015171	ENSG00000100324	1	2	2
ENSG00000141510	ENSG00000187555	19	11	27
ENSG00000064393	ENSG00000174282	1	3	3
ENSG00000063978	ENSG00000169083	3	3	5
ENSG00000100324	ENSG00000101966	3	2	4
ENSG00000011465	ENSG00000146648	2	2	2
ENSG00000162512	ENSG00000162512	1	2	2
ENSG00000105835	ENSG00000105835	2	3	5
ENSG00000110367	ENSG00000123908	1	2	2
ENSG00000127884	ENSG00000168610	1	2	2
ENSG00000106366	ENSG00000229314	2	3	3
ENSG00000135940	ENSG00000169083	1	2	2
ENSG00000134317	ENSG00000158055	1	2	2
ENSG00000130816	ENSG00000187555	7	5	11
ENSG00000012048	ENSG00000089234	2	2	3
ENSG00000089234	ENSG00000130816	1	2	2
ENSG00000089234	ENSG00000150991	2	2	2
ENSG00000137812	ENSG00000152253	3	4	4
ENSG00000169704	ENSG00000185245	3	4	4
ENSG00000135636	ENSG00000157500	1	2	2
ENSG00000089234	ENSG00000111254	1	3	3
ENSG00000081913	ENSG00000089234	1	3	3
ENSG00000101292	ENSG00000101292	1	2	2
ENSG00000075142	ENSG00000168610	2	2	3
ENSG00000102901	ENSG00000152253	1	2	2
ENSG00000139687	ENSG00000167967	1	2	2
ENSG00000106366	ENSG00000109072	2	2	2
ENSG00000077721	ENSG00000141510	3	5	6
ENSG00000078369	ENSG00000108551	1	2	2
ENSG00000075142	ENSG00000075142	3	3	4
ENSG00000155660	ENSG00000166794	1	3	3
ENSG00000105583	ENSG00000159363	1	2	2
ENSG00000111596	ENSG00000125107	4	4	4
ENSG00000146648	ENSG00000178568	3	3	4
ENSG00000092820	ENSG00000092820	3	2	3
ENSG00000148948	ENSG00000162631	2	4	4
ENSG00000083799	ENSG00000127191	2	3	4
ENSG00000141736	ENSG00000178568	4	3	4
ENSG00000149948	ENSG00000167967	1	2	2
ENSG00000171365	ENSG00000171365	1	2	2
ENSG00000094916	ENSG00000159259	7	4	7
ENSG00000125107	ENSG00000155508	4	3	4
ENSG00000115641	ENSG00000167967	1	2	2
ENSG00000088038	ENSG00000155508	2	3	3
ENSG00000087586	ENSG00000088325	8	5	8
ENSG00000137693	ENSG00000178568	4	4	5
ENSG00000088325	ENSG00000181788	1	2	2
ENSG00000109062	ENSG00000109062	3	3	3
ENSG00000100644	ENSG00000166135	10	7	11
ENSG00000120337	ENSG00000120337	2	5	7
ENSG00000132604	ENSG00000166848	17	6	21
ENSG00000164398	ENSG00000164398	2	2	3
ENSG00000075292	ENSG00000115641	1	2	2
ENSG00000067334	ENSG00000091831	1	2	2
ENSG00000114423	ENSG00000141968	2	4	4
ENSG00000092820	ENSG00000182511	1	3	3
ENSG00000067334	ENSG00000107447	1	2	2
ENSG00000109320	ENSG00000166135	2	3	3
ENSG00000144724	ENSG00000144724	2	4	4
ENSG00000092820	ENSG00000141736	2	2	2
ENSG00000107854	ENSG00000166135	2	3	3
ENSG00000152207	ENSG00000173198	2	4	4
ENSG00000109320	ENSG00000148843	1	2	2
ENSG00000146374	ENSG00000205213	2	2	2
ENSG00000123989	ENSG00000185345	1	2	2
ENSG00000132535	ENSG00000178568	4	3	5
ENSG00000075624	ENSG00000158517	2	3	4
ENSG00000075624	ENSG00000109971	2	2	2
ENSG00000133639	ENSG00000198791	3	2	4
ENSG00000075624	ENSG00000108518	3	3	3
ENSG00000065135	ENSG00000159788	2	3	3
ENSG00000183864	ENSG00000198791	2	3	3
ENSG00000001626	ENSG00000065054	4	3	5
ENSG00000065135	ENSG00000169220	3	3	4
ENSG00000141232	ENSG00000198791	5	4	5
ENSG00000083799	ENSG00000101367	1	2	2
ENSG00000091831	ENSG00000169750	1	2	2
ENSG00000104973	ENSG00000186350	1	4	4
ENSG00000051128	ENSG00000083857	1	2	2
ENSG00000065054	ENSG00000091138	1	2	2
ENSG00000075624	ENSG00000122194	1	2	2
ENSG00000065054	ENSG00000151704	1	2	2
ENSG00000051128	ENSG00000087191	1	2	2
ENSG00000075624	ENSG00000171617	1	2	2
ENSG00000111669	ENSG00000132646	1	2	2
ENSG00000108654	ENSG00000171824	1	2	2
ENSG00000075624	ENSG00000117748	2	2	2
ENSG00000116984	ENSG00000132763	1	2	2
ENSG00000157168	ENSG00000178568	2	2	2
ENSG00000145604	ENSG00000184979	2	3	3
ENSG00000178568	ENSG00000178568	2	2	2
ENSG00000075624	ENSG00000106399	2	2	2
ENSG00000102189	ENSG00000144566	11	5	12
ENSG00000081307	ENSG00000081307	2	2	2
ENSG00000075624	ENSG00000132383	2	2	2
ENSG00000133639	ENSG00000155508	2	2	3
ENSG00000155508	ENSG00000159388	1	2	2
ENSG00000102189	ENSG00000111540	1	2	2
ENSG00000102189	ENSG00000102189	3	4	4
ENSG00000259207	ENSG00000259207	2	3	3
ENSG00000132763	ENSG00000168288	1	2	2
ENSG00000166794	ENSG00000172179	1	2	2
ENSG00000169083	ENSG00000197321	1	2	2
ENSG00000108551	ENSG00000198929	1	2	2
ENSG00000134308	ENSG00000164362	1	2	2
ENSG00000134371	ENSG00000168036	2	4	4
ENSG00000028137	ENSG00000030582	1	4	4
ENSG00000030582	ENSG00000067182	1	4	4
ENSG00000122224	ENSG00000183918	2	2	3
ENSG00000050426	ENSG00000129625	1	3	3
ENSG00000056558	ENSG00000110330	10	4	10
ENSG00000067955	ENSG00000159216	11	3	11
ENSG00000134308	ENSG00000170820	2	3	3
ENSG00000110330	ENSG00000110330	15	6	18
ENSG00000204977	ENSG00000204977	3	2	3
ENSG00000151849	ENSG00000173039	2	3	3
ENSG00000150991	ENSG00000186716	1	2	2
ENSG00000123473	ENSG00000151849	2	5	5
ENSG00000123636	ENSG00000171867	1	2	2
