	ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences	date
ENSG00000115414_ENSG00000118181	ENSG00000115414	ENSG00000118181	1	2	2	2009-09-08
ENSG00000118181_ENSG00000162692	ENSG00000118181	ENSG00000162692	2	2	3	2009-09-08
ENSG00000115414_ENSG00000197728	ENSG00000115414	ENSG00000197728	1	2	2	2009-09-08
ENSG00000071082_ENSG00000115414	ENSG00000071082	ENSG00000115414	1	2	2	2009-09-08
ENSG00000012048_ENSG00000071082	ENSG00000012048	ENSG00000071082	1	2	2	2001-01-01
ENSG00000115414_ENSG00000198755	ENSG00000115414	ENSG00000198755	1	2	2	2009-09-08
ENSG00000162692_ENSG00000198755	ENSG00000162692	ENSG00000198755	2	2	3	2009-09-08
ENSG00000115414_ENSG00000161016	ENSG00000115414	ENSG00000161016	1	2	2	2009-09-08
ENSG00000161016_ENSG00000162692	ENSG00000161016	ENSG00000162692	2	2	3	2009-09-08
ENSG00000113575_ENSG00000115414	ENSG00000113575	ENSG00000115414	1	2	2	2009-09-08
ENSG00000113575_ENSG00000162692	ENSG00000113575	ENSG00000162692	1	2	2	2009-09-08
ENSG00000105568_ENSG00000113575	ENSG00000105568	ENSG00000113575	20	10	24	2003-01-15
ENSG00000107807_ENSG00000113575	ENSG00000107807	ENSG00000113575	1	2	2	1997-01-30
ENSG00000113575_ENSG00000120705	ENSG00000113575	ENSG00000120705	1	2	2	1996-12-16
ENSG00000065978_ENSG00000115414	ENSG00000065978	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000188229	ENSG00000115414	ENSG00000188229	1	2	2	2009-09-08
ENSG00000162692_ENSG00000188229	ENSG00000162692	ENSG00000188229	2	2	2	2012-07-01
ENSG00000115414_ENSG00000168092	ENSG00000115414	ENSG00000168092	1	2	2	2009-09-08
ENSG00000007168_ENSG00000168092	ENSG00000007168	ENSG00000168092	4	4	5	2000-04-01
ENSG00000167193_ENSG00000168092	ENSG00000167193	ENSG00000168092	1	2	2	2015-03-26
ENSG00000115414_ENSG00000166226	ENSG00000115414	ENSG00000166226	1	2	2	2009-09-08
ENSG00000162692_ENSG00000166226	ENSG00000162692	ENSG00000166226	2	2	2	2012-07-01
ENSG00000101146_ENSG00000115414	ENSG00000101146	ENSG00000115414	1	2	2	2009-09-08
ENSG00000101146_ENSG00000110713	ENSG00000101146	ENSG00000110713	9	4	9	2010-06-08
ENSG00000115414_ENSG00000148834	ENSG00000115414	ENSG00000148834	1	2	2	2009-09-08
ENSG00000106211_ENSG00000148834	ENSG00000106211	ENSG00000148834	1	3	3	2014-12-01
ENSG00000074071_ENSG00000115414	ENSG00000074071	ENSG00000115414	1	2	2	2009-09-08
ENSG00000114391_ENSG00000115414	ENSG00000114391	ENSG00000115414	1	2	2	2009-09-08
ENSG00000114391_ENSG00000162692	ENSG00000114391	ENSG00000162692	1	2	2	2009-09-08
ENSG00000112081_ENSG00000115414	ENSG00000112081	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000153071	ENSG00000115414	ENSG00000153071	1	2	2	2009-09-08
ENSG00000153071_ENSG00000177885	ENSG00000153071	ENSG00000177885	4	3	4	2007-06-01
ENSG00000115414_ENSG00000142798	ENSG00000115414	ENSG00000142798	2	3	3	2009-09-08
ENSG00000140285_ENSG00000142798	ENSG00000140285	ENSG00000142798	1	3	3	2000-03-10
ENSG00000030582_ENSG00000142798	ENSG00000030582	ENSG00000142798	2	3	3	2003-10-03
ENSG00000128052_ENSG00000142798	ENSG00000128052	ENSG00000142798	1	3	3	2013-05-01
ENSG00000142798_ENSG00000182871	ENSG00000142798	ENSG00000182871	1	2	2	2003-02-07
ENSG00000115414_ENSG00000130830	ENSG00000115414	ENSG00000130830	1	2	2	2009-09-08
ENSG00000130830_ENSG00000136732	ENSG00000130830	ENSG00000136732	1	2	2	1997-09-26
ENSG00000108064_ENSG00000115414	ENSG00000108064	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000131236	ENSG00000115414	ENSG00000131236	1	2	2	2009-09-08
ENSG00000112186_ENSG00000131236	ENSG00000112186	ENSG00000131236	1	2	2	1996-06-01
ENSG00000131236_ENSG00000184009	ENSG00000131236	ENSG00000184009	1	2	2	1996-06-01
ENSG00000131236_ENSG00000131236	ENSG00000131236	ENSG00000131236	1	2	2	1996-06-01
ENSG00000067057_ENSG00000115414	ENSG00000067057	ENSG00000115414	1	2	2	2009-09-08
ENSG00000089009_ENSG00000115414	ENSG00000089009	ENSG00000115414	1	2	2	2009-09-08
ENSG00000089009_ENSG00000138685	ENSG00000089009	ENSG00000138685	1	2	2	1998-11-18
ENSG00000115414_ENSG00000187134	ENSG00000115414	ENSG00000187134	1	2	2	2009-09-08
ENSG00000106028_ENSG00000115414	ENSG00000106028	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000171497	ENSG00000115414	ENSG00000171497	1	2	2	2009-09-08
ENSG00000171497_ENSG00000171791	ENSG00000171497	ENSG00000171791	1	2	2	2009-04-10
ENSG00000115414_ENSG00000136937	ENSG00000115414	ENSG00000136937	1	2	2	2009-09-08
ENSG00000114503_ENSG00000136937	ENSG00000114503	ENSG00000136937	7	7	10	2002-10-15
ENSG00000114867_ENSG00000136937	ENSG00000114867	ENSG00000136937	3	3	4	2004-10-01
ENSG00000115414_ENSG00000183431	ENSG00000115414	ENSG00000183431	1	2	2	2009-09-08
ENSG00000106211_ENSG00000183431	ENSG00000106211	ENSG00000183431	1	3	3	2014-12-01
ENSG00000115414_ENSG00000129351	ENSG00000115414	ENSG00000129351	1	2	2	2009-09-08
ENSG00000129351_ENSG00000162692	ENSG00000129351	ENSG00000162692	2	2	3	2009-09-08
ENSG00000055332_ENSG00000129351	ENSG00000055332	ENSG00000129351	4	3	9	1999-07-16
ENSG00000089280_ENSG00000129351	ENSG00000089280	ENSG00000129351	1	2	2	2001-08-24
ENSG00000115414_ENSG00000126602	ENSG00000115414	ENSG00000126602	1	2	2	2009-09-08
ENSG00000126602_ENSG00000139687	ENSG00000126602	ENSG00000139687	1	2	2	1996-09-01
ENSG00000013275_ENSG00000126602	ENSG00000013275	ENSG00000126602	1	2	2	2012-04-01
ENSG00000115414_ENSG00000278540	ENSG00000115414	ENSG00000278540	1	2	2	2009-09-08
ENSG00000012048_ENSG00000278540	ENSG00000012048	ENSG00000278540	5	4	6	2008-05-27
ENSG00000115414_ENSG00000122565	ENSG00000115414	ENSG00000122565	1	2	2	2009-09-08
ENSG00000122565_ENSG00000168298	ENSG00000122565	ENSG00000168298	2	2	2	2012-01-01
ENSG00000122565_ENSG00000137193	ENSG00000122565	ENSG00000137193	1	3	3	2000-02-04
ENSG00000067066_ENSG00000122565	ENSG00000067066	ENSG00000122565	2	2	3	1998-06-23
ENSG00000122565_ENSG00000148773	ENSG00000122565	ENSG00000148773	1	2	2	2002-12-01
ENSG00000122565_ENSG00000197409	ENSG00000122565	ENSG00000197409	6	4	6	2010-11-03
ENSG00000122565_ENSG00000197153	ENSG00000122565	ENSG00000197153	6	4	6	2010-11-03
ENSG00000122565_ENSG00000278828	ENSG00000122565	ENSG00000278828	6	4	6	2010-11-03
ENSG00000122565_ENSG00000278272	ENSG00000122565	ENSG00000278272	6	4	6	2010-11-03
ENSG00000122565_ENSG00000275714	ENSG00000122565	ENSG00000275714	6	4	6	2010-11-03
ENSG00000122565_ENSG00000273983	ENSG00000122565	ENSG00000273983	6	4	6	2010-11-03
ENSG00000122565_ENSG00000274750	ENSG00000122565	ENSG00000274750	6	4	6	2010-11-03
ENSG00000122565_ENSG00000275379	ENSG00000122565	ENSG00000275379	6	4	6	2010-11-03
ENSG00000122565_ENSG00000277775	ENSG00000122565	ENSG00000277775	6	4	6	2010-11-03
ENSG00000122565_ENSG00000274267	ENSG00000122565	ENSG00000274267	6	4	6	2010-11-03
ENSG00000115414_ENSG00000166333	ENSG00000115414	ENSG00000166333	1	2	2	2009-09-08
ENSG00000150093_ENSG00000166333	ENSG00000150093	ENSG00000166333	2	2	2	2008-03-15
ENSG00000113140_ENSG00000166333	ENSG00000113140	ENSG00000166333	1	2	2	2005-10-28
ENSG00000166333_ENSG00000169756	ENSG00000166333	ENSG00000169756	10	9	12	2008-12-30
ENSG00000106244_ENSG00000115414	ENSG00000106244	ENSG00000115414	1	2	2	2009-09-08
ENSG00000073921_ENSG00000115414	ENSG00000073921	ENSG00000115414	1	2	2	2009-09-08
ENSG00000073921_ENSG00000162692	ENSG00000073921	ENSG00000162692	2	2	2	2012-07-01
ENSG00000115414_ENSG00000196531	ENSG00000115414	ENSG00000196531	1	2	2	2009-09-08
ENSG00000067064_ENSG00000115414	ENSG00000067064	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000180900	ENSG00000115414	ENSG00000180900	1	2	2	2009-09-08
ENSG00000165409_ENSG00000180900	ENSG00000165409	ENSG00000180900	1	2	2	2005-04-06
ENSG00000162692_ENSG00000180900	ENSG00000162692	ENSG00000180900	2	2	3	2009-09-08
ENSG00000171444_ENSG00000180900	ENSG00000171444	ENSG00000180900	1	3	3	2009-07-21
ENSG00000152402_ENSG00000180900	ENSG00000152402	ENSG00000180900	1	2	2	2014-02-18
ENSG00000111181_ENSG00000180900	ENSG00000111181	ENSG00000180900	2	2	2	2014-02-18
ENSG00000180900_ENSG00000188130	ENSG00000180900	ENSG00000188130	1	2	2	2014-02-18
ENSG00000102606_ENSG00000180900	ENSG00000102606	ENSG00000180900	5	4	7	2014-02-18
ENSG00000100304_ENSG00000115414	ENSG00000100304	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000117308	ENSG00000115414	ENSG00000117308	1	2	2	2009-09-08
ENSG00000002834_ENSG00000115414	ENSG00000002834	ENSG00000115414	1	2	2	2009-09-08
ENSG00000002834_ENSG00000168610	ENSG00000002834	ENSG00000168610	1	2	2	2015-03-26
ENSG00000002834_ENSG00000167193	ENSG00000002834	ENSG00000167193	1	2	2	2015-03-26
ENSG00000115414_ENSG00000168385	ENSG00000115414	ENSG00000168385	1	2	2	2009-09-08
ENSG00000065427_ENSG00000115414	ENSG00000065427	ENSG00000115414	1	2	2	2009-09-08
ENSG00000065427_ENSG00000168028	ENSG00000065427	ENSG00000168028	2	5	5	2012-10-01
ENSG00000065427_ENSG00000106305	ENSG00000065427	ENSG00000106305	6	1	6	2003-07-01
ENSG00000065427_ENSG00000065427	ENSG00000065427	ENSG00000065427	1	3	3	2008-02-19
ENSG00000106682_ENSG00000115414	ENSG00000106682	ENSG00000115414	1	2	2	2009-09-08
ENSG00000106682_ENSG00000161960	ENSG00000106682	ENSG00000161960	1	2	2	2009-02-06
ENSG00000115414_ENSG00000143870	ENSG00000115414	ENSG00000143870	1	2	2	2009-09-08
ENSG00000111737_ENSG00000115414	ENSG00000111737	ENSG00000115414	1	2	2	2009-09-08
ENSG00000094796_ENSG00000115414	ENSG00000094796	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000148484	ENSG00000115414	ENSG00000148484	1	2	2	2009-09-08
ENSG00000148484_ENSG00000169756	ENSG00000148484	ENSG00000169756	2	2	2	2015-07-16
ENSG00000101310_ENSG00000115414	ENSG00000101310	ENSG00000115414	1	2	2	2009-09-08
ENSG00000101367_ENSG00000115414	ENSG00000101367	ENSG00000115414	1	2	2	2009-09-08
ENSG00000101367_ENSG00000142192	ENSG00000101367	ENSG00000142192	2	2	2	2011-09-30
ENSG00000096696_ENSG00000101367	ENSG00000096696	ENSG00000101367	1	4	4	2014-09-15
ENSG00000101367_ENSG00000162692	ENSG00000101367	ENSG00000162692	2	2	3	2009-09-08
ENSG00000101367_ENSG00000134982	ENSG00000101367	ENSG00000134982	5	4	7	2009-07-23
ENSG00000101367_ENSG00000147601	ENSG00000101367	ENSG00000147601	2	3	3	2002-03-13
ENSG00000101367_ENSG00000151914	ENSG00000101367	ENSG00000151914	4	4	5	2009-07-23
ENSG00000111605_ENSG00000115414	ENSG00000111605	ENSG00000115414	1	2	2	2009-09-08
ENSG00000075618_ENSG00000115414	ENSG00000075618	ENSG00000115414	1	2	2	2009-09-08
ENSG00000064300_ENSG00000075618	ENSG00000064300	ENSG00000075618	1	2	2	2003-06-05
ENSG00000075618_ENSG00000162692	ENSG00000075618	ENSG00000162692	2	2	3	2009-09-08
ENSG00000115414_ENSG00000128609	ENSG00000115414	ENSG00000128609	1	2	2	2009-09-08
ENSG00000115414_ENSG00000139180	ENSG00000115414	ENSG00000139180	1	2	2	2009-09-08
ENSG00000115414_ENSG00000161654	ENSG00000115414	ENSG00000161654	1	2	2	2009-09-08
ENSG00000115414_ENSG00000168883	ENSG00000115414	ENSG00000168883	1	2	2	2009-09-08
ENSG00000168883_ENSG00000185591	ENSG00000168883	ENSG00000185591	1	2	2	2010-02-24
ENSG00000115414_ENSG00000162819	ENSG00000115414	ENSG00000162819	1	2	2	2009-09-08
ENSG00000115414_ENSG00000136813	ENSG00000115414	ENSG00000136813	1	2	2	2009-09-08
ENSG00000106211_ENSG00000136813	ENSG00000106211	ENSG00000136813	1	2	2	2014-12-01
ENSG00000092054_ENSG00000136813	ENSG00000092054	ENSG00000136813	1	2	2	2010-10-08
ENSG00000115414_ENSG00000197256	ENSG00000115414	ENSG00000197256	1	2	2	2009-09-08
ENSG00000084676_ENSG00000197256	ENSG00000084676	ENSG00000197256	1	3	3	2007-06-06
ENSG00000105968_ENSG00000115414	ENSG00000105968	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000197157	ENSG00000115414	ENSG00000197157	1	2	2	2009-09-08
ENSG00000118513_ENSG00000197157	ENSG00000118513	ENSG00000197157	1	2	2	1996-08-01
ENSG00000137193_ENSG00000197157	ENSG00000137193	ENSG00000197157	1	2	2	1998-10-01
ENSG00000162692_ENSG00000197157	ENSG00000162692	ENSG00000197157	2	2	2	2012-07-01
ENSG00000168214_ENSG00000197157	ENSG00000168214	ENSG00000197157	2	1	2	2000-02-01
ENSG00000115414_ENSG00000132153	ENSG00000115414	ENSG00000132153	1	2	2	2009-09-08
ENSG00000080839_ENSG00000132153	ENSG00000080839	ENSG00000132153	1	3	3	2007-02-07
ENSG00000132153_ENSG00000136807	ENSG00000132153	ENSG00000136807	1	3	3	2007-02-07
ENSG00000132153_ENSG00000183751	ENSG00000132153	ENSG00000183751	1	3	3	2007-02-07
ENSG00000132153_ENSG00000138668	ENSG00000132153	ENSG00000138668	2	2	2	2015-10-22
ENSG00000115414_ENSG00000149781	ENSG00000115414	ENSG00000149781	1	2	2	2009-09-08
ENSG00000149781_ENSG00000162692	ENSG00000149781	ENSG00000162692	2	2	3	2009-09-08
ENSG00000115414_ENSG00000183684	ENSG00000115414	ENSG00000183684	1	2	2	2009-09-08
ENSG00000162692_ENSG00000183684	ENSG00000162692	ENSG00000183684	1	2	2	2009-09-08
ENSG00000183684_ENSG00000198563	ENSG00000183684	ENSG00000198563	8	5	9	2004-01-01
ENSG00000111530_ENSG00000115414	ENSG00000111530	ENSG00000115414	1	2	2	2009-09-08
ENSG00000100387_ENSG00000111530	ENSG00000100387	ENSG00000111530	5	4	5	2004-11-12
ENSG00000055130_ENSG00000111530	ENSG00000055130	ENSG00000111530	23	5	24	2004-11-12
ENSG00000111530_ENSG00000139842	ENSG00000111530	ENSG00000139842	13	4	14	2002-12-01
ENSG00000115414_ENSG00000162222	ENSG00000115414	ENSG00000162222	1	2	2	2009-09-08
ENSG00000115414_ENSG00000149532	ENSG00000115414	ENSG00000149532	1	2	2	2009-09-08
ENSG00000149532_ENSG00000162692	ENSG00000149532	ENSG00000162692	2	2	3	2009-09-08
ENSG00000063244_ENSG00000149532	ENSG00000063244	ENSG00000149532	1	2	2	2006-10-18
ENSG00000124788_ENSG00000149532	ENSG00000124788	ENSG00000149532	1	2	2	2006-05-19
ENSG00000115414_ENSG00000204574	ENSG00000115414	ENSG00000204574	1	2	2	2009-09-08
ENSG00000115414_ENSG00000132182	ENSG00000115414	ENSG00000132182	1	2	2	2009-09-08
ENSG00000115414_ENSG00000196497	ENSG00000115414	ENSG00000196497	1	2	2	2009-09-08
ENSG00000084070_ENSG00000115414	ENSG00000084070	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000140022	ENSG00000115414	ENSG00000140022	1	2	2	2009-09-08
ENSG00000140022_ENSG00000162692	ENSG00000140022	ENSG00000162692	2	2	3	2009-09-08
ENSG00000085832_ENSG00000140022	ENSG00000085832	ENSG00000140022	3	7	8	2001-05-28
ENSG00000140022_ENSG00000205726	ENSG00000140022	ENSG00000205726	1	2	2	2001-05-28
ENSG00000079785_ENSG00000115414	ENSG00000079785	ENSG00000115414	1	2	2	2009-09-08
ENSG00000079785_ENSG00000162692	ENSG00000079785	ENSG00000162692	2	2	2	2012-07-01
ENSG00000115414_ENSG00000155561	ENSG00000115414	ENSG00000155561	1	2	2	2009-09-08
ENSG00000155561_ENSG00000162692	ENSG00000155561	ENSG00000162692	2	2	3	2009-09-08
ENSG00000115414_ENSG00000136938	ENSG00000115414	ENSG00000136938	1	2	2	2009-09-08
ENSG00000136938_ENSG00000162692	ENSG00000136938	ENSG00000162692	2	2	3	2009-09-08
ENSG00000136938_ENSG00000175387	ENSG00000136938	ENSG00000175387	1	2	2	2010-02-24
ENSG00000076928_ENSG00000115414	ENSG00000076928	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000126749	ENSG00000115414	ENSG00000126749	1	2	2	2009-09-08
ENSG00000115414_ENSG00000128789	ENSG00000115414	ENSG00000128789	1	2	2	2009-09-08
ENSG00000108829_ENSG00000115414	ENSG00000108829	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000213445	ENSG00000115414	ENSG00000213445	1	2	2	2009-09-08
ENSG00000124762_ENSG00000213445	ENSG00000124762	ENSG00000213445	1	2	2	2011-10-11
ENSG00000115414_ENSG00000163110	ENSG00000115414	ENSG00000163110	1	2	2	2009-09-08
ENSG00000163110_ENSG00000166501	ENSG00000163110	ENSG00000166501	1	2	2	1996-12-06
ENSG00000115414_ENSG00000247077	ENSG00000115414	ENSG00000247077	1	2	2	2009-09-08
ENSG00000115414_ENSG00000164508	ENSG00000115414	ENSG00000164508	1	2	2	2009-09-08
ENSG00000064666_ENSG00000115414	ENSG00000064666	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000134265	ENSG00000115414	ENSG00000134265	1	2	2	2009-09-08
ENSG00000115414_ENSG00000214078	ENSG00000115414	ENSG00000214078	1	2	2	2009-09-08
ENSG00000115414_ENSG00000172725	ENSG00000115414	ENSG00000172725	1	2	2	2009-09-08
ENSG00000115414_ENSG00000139641	ENSG00000115414	ENSG00000139641	1	2	2	2009-09-08
ENSG00000139641_ENSG00000162692	ENSG00000139641	ENSG00000162692	2	2	2	2012-07-01
ENSG00000115414_ENSG00000176014	ENSG00000115414	ENSG00000176014	1	2	2	2009-09-08
ENSG00000115414_ENSG00000164134	ENSG00000115414	ENSG00000164134	1	2	2	2009-09-08
ENSG00000162692_ENSG00000164134	ENSG00000162692	ENSG00000164134	2	2	3	2009-09-08
ENSG00000115414_ENSG00000172172	ENSG00000115414	ENSG00000172172	1	2	2	2009-09-08
ENSG00000107937_ENSG00000115414	ENSG00000107937	ENSG00000115414	1	2	2	2009-09-08
ENSG00000107937_ENSG00000162692	ENSG00000107937	ENSG00000162692	1	2	2	2009-09-08
ENSG00000107937_ENSG00000186575	ENSG00000107937	ENSG00000186575	1	4	4	2007-03-01
ENSG00000115414_ENSG00000135372	ENSG00000115414	ENSG00000135372	1	2	2	2009-09-08
ENSG00000115414_ENSG00000213782	ENSG00000115414	ENSG00000213782	1	2	2	2009-09-08
ENSG00000171867_ENSG00000213782	ENSG00000171867	ENSG00000213782	1	2	2	2009-02-01
ENSG00000112304_ENSG00000115414	ENSG00000112304	ENSG00000115414	1	2	2	2009-09-08
ENSG00000112304_ENSG00000112304	ENSG00000112304	ENSG00000112304	2	2	3	2006-10-13
ENSG00000079332_ENSG00000115414	ENSG00000079332	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000244509	ENSG00000115414	ENSG00000244509	1	2	2	2009-09-08
ENSG00000115414_ENSG00000116120	ENSG00000115414	ENSG00000116120	1	2	2	2009-09-08
ENSG00000116120_ENSG00000162692	ENSG00000116120	ENSG00000162692	2	2	3	2009-09-08
ENSG00000115414_ENSG00000138756	ENSG00000115414	ENSG00000138756	1	2	2	2009-09-08
ENSG00000115414_ENSG00000138430	ENSG00000115414	ENSG00000138430	1	2	2	2009-09-08
ENSG00000137309_ENSG00000138430	ENSG00000137309	ENSG00000138430	1	2	2	2008-11-01
ENSG00000115414_ENSG00000244462	ENSG00000115414	ENSG00000244462	1	2	2	2009-09-08
ENSG00000112159_ENSG00000115414	ENSG00000112159	ENSG00000115414	1	2	2	2009-09-08
ENSG00000088205_ENSG00000115414	ENSG00000088205	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000157191	ENSG00000115414	ENSG00000157191	1	2	2	2009-09-08
ENSG00000115414_ENSG00000145912	ENSG00000115414	ENSG00000145912	1	2	2	2009-09-08
ENSG00000145912_ENSG00000171867	ENSG00000145912	ENSG00000171867	1	2	2	2009-02-01
ENSG00000109534_ENSG00000115414	ENSG00000109534	ENSG00000115414	1	2	2	2009-09-08
ENSG00000112782_ENSG00000115414	ENSG00000112782	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000179051	ENSG00000115414	ENSG00000179051	1	2	2	2009-09-08
ENSG00000115414_ENSG00000178982	ENSG00000115414	ENSG00000178982	1	2	2	2009-09-08
ENSG00000112576_ENSG00000178982	ENSG00000112576	ENSG00000178982	2	3	4	2004-08-27
ENSG00000115414_ENSG00000184640	ENSG00000115414	ENSG00000184640	1	2	2	2009-09-08
ENSG00000154997_ENSG00000184640	ENSG00000154997	ENSG00000184640	1	2	2	2007-11-01
ENSG00000147010_ENSG00000184640	ENSG00000147010	ENSG00000184640	1	2	2	2015-01-15
ENSG00000115414_ENSG00000160948	ENSG00000115414	ENSG00000160948	1	2	2	2009-09-08
ENSG00000136100_ENSG00000160948	ENSG00000136100	ENSG00000160948	2	2	2	2008-06-01
ENSG00000155975_ENSG00000160948	ENSG00000155975	ENSG00000160948	3	3	4	2004-09-01
ENSG00000074319_ENSG00000160948	ENSG00000074319	ENSG00000160948	7	3	7	2003-09-19
ENSG00000053372_ENSG00000115414	ENSG00000053372	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000125970	ENSG00000115414	ENSG00000125970	1	2	2	2009-09-08
ENSG00000125970_ENSG00000162692	ENSG00000125970	ENSG00000162692	2	2	3	2009-09-08
ENSG00000110880_ENSG00000115414	ENSG00000110880	ENSG00000115414	1	2	2	2009-09-08
ENSG00000110880_ENSG00000162692	ENSG00000110880	ENSG00000162692	2	2	3	2009-09-08
ENSG00000115414_ENSG00000185627	ENSG00000115414	ENSG00000185627	1	2	2	2009-09-08
ENSG00000086189_ENSG00000115414	ENSG00000086189	ENSG00000115414	1	2	2	2009-09-08
ENSG00000086189_ENSG00000162692	ENSG00000086189	ENSG00000162692	2	2	3	2009-09-08
ENSG00000115414_ENSG00000127603	ENSG00000115414	ENSG00000127603	1	2	2	2009-09-08
ENSG00000127603_ENSG00000162692	ENSG00000127603	ENSG00000162692	2	2	3	2009-09-08
ENSG00000096401_ENSG00000127603	ENSG00000096401	ENSG00000127603	2	2	2	2010-06-01
ENSG00000080371_ENSG00000127603	ENSG00000080371	ENSG00000127603	1	2	2	2012-07-17
ENSG00000115414_ENSG00000170515	ENSG00000115414	ENSG00000170515	1	2	2	2009-09-08
ENSG00000137309_ENSG00000170515	ENSG00000137309	ENSG00000170515	1	3	3	2008-11-01
ENSG00000065361_ENSG00000170515	ENSG00000065361	ENSG00000170515	4	3	4	2001-11-23
ENSG00000149948_ENSG00000170515	ENSG00000149948	ENSG00000170515	1	2	2	2008-11-01
ENSG00000087302_ENSG00000115414	ENSG00000087302	ENSG00000115414	1	2	2	2009-09-08
ENSG00000087302_ENSG00000112164	ENSG00000087302	ENSG00000112164	1	2	2	2013-09-01
ENSG00000087302_ENSG00000100503	ENSG00000087302	ENSG00000100503	1	2	2	2004-05-21
ENSG00000087302_ENSG00000087302	ENSG00000087302	ENSG00000087302	1	2	2	2004-05-21
ENSG00000115414_ENSG00000183207	ENSG00000115414	ENSG00000183207	1	2	2	2009-09-08
ENSG00000162692_ENSG00000183207	ENSG00000162692	ENSG00000183207	2	2	3	2009-09-08
ENSG00000174405_ENSG00000183207	ENSG00000174405	ENSG00000183207	1	2	2	2012-09-18
ENSG00000183207_ENSG00000183207	ENSG00000183207	ENSG00000183207	4	4	4	2011-10-11
ENSG00000115414_ENSG00000197448	ENSG00000115414	ENSG00000197448	1	2	2	2009-09-08
ENSG00000115414_ENSG00000147586	ENSG00000115414	ENSG00000147586	1	2	2	2009-09-08
ENSG00000055044_ENSG00000115414	ENSG00000055044	ENSG00000115414	1	2	2	2009-09-08
ENSG00000115414_ENSG00000181610	ENSG00000115414	ENSG00000181610	1	2	2	2009-09-08
ENSG00000106211_ENSG00000181610	ENSG00000106211	ENSG00000181610	1	2	2	2014-12-01
ENSG00000162692_ENSG00000181610	ENSG00000162692	ENSG00000181610	2	2	3	2009-09-08
ENSG00000100220_ENSG00000115414	ENSG00000100220	ENSG00000115414	1	2	2	2009-09-08
ENSG00000100220_ENSG00000167193	ENSG00000100220	ENSG00000167193	1	2	2	2015-03-26
ENSG00000100220_ENSG00000157500	ENSG00000100220	ENSG00000157500	1	3	3	2015-03-26
ENSG00000115414_ENSG00000130255	ENSG00000115414	ENSG00000130255	1	2	2	2009-09-08
ENSG00000130255_ENSG00000162692	ENSG00000130255	ENSG00000162692	2	2	3	2009-09-08
ENSG00000115414_ENSG00000137076	ENSG00000115414	ENSG00000137076	1	2	2	2009-09-08
ENSG00000137076_ENSG00000259207	ENSG00000137076	ENSG00000259207	3	3	4	2006-04-03
ENSG00000137076_ENSG00000162692	ENSG00000137076	ENSG00000162692	2	3	4	2009-09-08
ENSG00000115414_ENSG00000135655	ENSG00000115414	ENSG00000135655	1	2	2	2009-09-08
ENSG00000075856_ENSG00000135655	ENSG00000075856	ENSG00000135655	6	3	7	2016-08-12
ENSG00000089234_ENSG00000135655	ENSG00000089234	ENSG00000135655	1	2	2	2012-12-14
ENSG00000135655_ENSG00000135655	ENSG00000135655	ENSG00000135655	1	4	4	2011-11-04
ENSG00000115414_ENSG00000198492	ENSG00000115414	ENSG00000198492	1	2	2	2009-09-08
ENSG00000162692_ENSG00000198492	ENSG00000162692	ENSG00000198492	2	2	3	2009-09-08
ENSG00000115414_ENSG00000136261	ENSG00000115414	ENSG00000136261	1	2	2	2009-09-08
ENSG00000063245_ENSG00000115414	ENSG00000063245	ENSG00000115414	1	2	2	2009-09-08
ENSG00000063245_ENSG00000162692	ENSG00000063245	ENSG00000162692	2	2	3	2009-09-08
ENSG00000063245_ENSG00000085832	ENSG00000063245	ENSG00000085832	6	4	6	2005-03-01
ENSG00000063245_ENSG00000169891	ENSG00000063245	ENSG00000169891	4	3	5	1999-10-21
ENSG00000106927_ENSG00000106927	ENSG00000106927	ENSG00000106927	2	3	3	2002-03-01
ENSG00000087250_ENSG00000118271	ENSG00000087250	ENSG00000118271	1	4	4	2010-08-01
ENSG00000118271_ENSG00000143379	ENSG00000118271	ENSG00000143379	2	2	2	2011-09-06
ENSG00000143379_ENSG00000167900	ENSG00000143379	ENSG00000167900	2	2	2	2011-09-06
ENSG00000135446_ENSG00000143379	ENSG00000135446	ENSG00000143379	2	2	2	2011-09-06
