	ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences	date
ENSG00000101752_ENSG00000109332	ENSG00000101752	ENSG00000109332	2	2	2	2013-12-12
ENSG00000101752_ENSG00000177889	ENSG00000101752	ENSG00000177889	2	2	2	2011-09-23
ENSG00000101752_ENSG00000131508	ENSG00000101752	ENSG00000131508	2	2	2	2015-03-05
ENSG00000101384_ENSG00000101752	ENSG00000101384	ENSG00000101752	2	4	4	2015-03-05
ENSG00000109332_ENSG00000138942	ENSG00000109332	ENSG00000138942	2	2	2	2013-10-25
ENSG00000109332_ENSG00000173456	ENSG00000109332	ENSG00000173456	2	2	2	2009-10-01
ENSG00000131508_ENSG00000173456	ENSG00000131508	ENSG00000173456	2	2	2	2009-10-01
ENSG00000104343_ENSG00000173456	ENSG00000104343	ENSG00000173456	2	2	2	2009-10-01
ENSG00000109332_ENSG00000165886	ENSG00000109332	ENSG00000165886	1	2	2	2014-01-03
ENSG00000131508_ENSG00000165886	ENSG00000131508	ENSG00000165886	1	2	2	2014-01-03
ENSG00000130725_ENSG00000159593	ENSG00000130725	ENSG00000159593	4	4	4	2007-01-25
ENSG00000130725_ENSG00000150401	ENSG00000130725	ENSG00000150401	3	3	4	2013-01-08
ENSG00000130725_ENSG00000144744	ENSG00000130725	ENSG00000144744	7	5	8	2005-02-04
ENSG00000144744_ENSG00000159593	ENSG00000144744	ENSG00000159593	8	5	9	2000-03-24
ENSG00000129559_ENSG00000144744	ENSG00000129559	ENSG00000144744	4	2	4	2006-03-07
ENSG00000043093_ENSG00000130725	ENSG00000043093	ENSG00000130725	8	3	8	2011-11-04
ENSG00000043093_ENSG00000055130	ENSG00000043093	ENSG00000055130	11	4	13	2014-06-19
ENSG00000177889_ENSG00000244687	ENSG00000177889	ENSG00000244687	13	6	18	2004-05-21
ENSG00000101966_ENSG00000244687	ENSG00000101966	ENSG00000244687	2	3	3	2009-10-01
ENSG00000119401_ENSG00000244687	ENSG00000119401	ENSG00000244687	2	3	3	2011-03-01
ENSG00000176641_ENSG00000177889	ENSG00000176641	ENSG00000177889	2	2	2	2015-06-04
ENSG00000177889_ENSG00000205423	ENSG00000177889	ENSG00000205423	1	2	2	2015-02-01
ENSG00000056586_ENSG00000177889	ENSG00000056586	ENSG00000177889	2	2	2	2015-10-22
ENSG00000166200_ENSG00000169727	ENSG00000166200	ENSG00000169727	7	4	7	2001-01-05
ENSG00000166192_ENSG00000166200	ENSG00000166192	ENSG00000166200	1	2	2	2013-01-01
ENSG00000129559_ENSG00000166192	ENSG00000129559	ENSG00000166192	4	3	5	2005-01-07
ENSG00000166200_ENSG00000196290	ENSG00000166200	ENSG00000196290	1	2	2	2003-03-21
ENSG00000134287_ENSG00000137807	ENSG00000134287	ENSG00000137807	1	2	2	1999-10-01
ENSG00000137807_ENSG00000165527	ENSG00000137807	ENSG00000165527	2	3	3	2012-05-30
ENSG00000137807_ENSG00000164924	ENSG00000137807	ENSG00000164924	4	3	5	2012-05-30
ENSG00000059728_ENSG00000125952	ENSG00000059728	ENSG00000125952	12	7	12	1998-03-05
ENSG00000123933_ENSG00000125952	ENSG00000123933	ENSG00000125952	5	3	5	1999-04-15
ENSG00000125952_ENSG00000174197	ENSG00000125952	ENSG00000174197	4	3	4	2011-10-11
ENSG00000122565_ENSG00000174197	ENSG00000122565	ENSG00000174197	3	3	3	2010-10-01
ENSG00000070444_ENSG00000125952	ENSG00000070444	ENSG00000125952	5	4	6	1997-05-15
ENSG00000070444_ENSG00000169375	ENSG00000070444	ENSG00000169375	1	2	2	1997-05-15
ENSG00000070444_ENSG00000070444	ENSG00000070444	ENSG00000070444	2	2	2	2000-07-06
ENSG00000125952_ENSG00000213347	ENSG00000125952	ENSG00000213347	6	3	6	1998-03-05
ENSG00000016082_ENSG00000121454	ENSG00000016082	ENSG00000121454	2	2	2	2015-07-16
ENSG00000016082_ENSG00000130511	ENSG00000016082	ENSG00000130511	2	2	2	2015-07-16
ENSG00000100813_ENSG00000166228	ENSG00000100813	ENSG00000166228	1	3	3	2010-02-24
ENSG00000100813_ENSG00000135250	ENSG00000100813	ENSG00000135250	2	2	2	2013-04-25
ENSG00000100813_ENSG00000205937	ENSG00000100813	ENSG00000205937	2	2	2	2012-03-04
ENSG00000067560_ENSG00000067900	ENSG00000067560	ENSG00000067900	5	4	7	1996-09-20
ENSG00000067560_ENSG00000142675	ENSG00000067560	ENSG00000142675	2	4	4	2004-02-01
ENSG00000119655_ENSG00000172260	ENSG00000119655	ENSG00000172260	1	4	4	2017-01-22
ENSG00000172260_ENSG00000185565	ENSG00000172260	ENSG00000185565	1	2	2	2012-01-15
ENSG00000172260_ENSG00000172260	ENSG00000172260	ENSG00000172260	1	2	2	2012-01-15
ENSG00000117682_ENSG00000119655	ENSG00000117682	ENSG00000119655	1	3	3	2004-05-21
ENSG00000132952_ENSG00000188612	ENSG00000132952	ENSG00000188612	2	4	4	2012-10-01
ENSG00000117222_ENSG00000196363	ENSG00000117222	ENSG00000196363	14	6	15	2011-01-12
ENSG00000055609_ENSG00000196363	ENSG00000055609	ENSG00000196363	3	3	3	2015-10-23
ENSG00000055609_ENSG00000099956	ENSG00000055609	ENSG00000099956	1	2	2	2009-05-01
ENSG00000055609_ENSG00000136044	ENSG00000055609	ENSG00000136044	1	2	2	2015-03-26
ENSG00000139620_ENSG00000196363	ENSG00000139620	ENSG00000196363	2	4	4	2014-05-01
ENSG00000196363_ENSG00000272333	ENSG00000196363	ENSG00000272333	5	4	5	2012-05-01
ENSG00000139718_ENSG00000196363	ENSG00000139718	ENSG00000196363	5	4	5	2012-05-01
ENSG00000166068_ENSG00000172531	ENSG00000166068	ENSG00000172531	2	1	2	2012-01-01
ENSG00000172531_ENSG00000173281	ENSG00000172531	ENSG00000173281	2	2	2	2015-07-16
ENSG00000121621_ENSG00000172531	ENSG00000121621	ENSG00000172531	3	3	3	2015-07-16
ENSG00000104881_ENSG00000172531	ENSG00000104881	ENSG00000172531	5	7	7	2012-01-01
ENSG00000104881_ENSG00000132341	ENSG00000104881	ENSG00000132341	1	3	3	2014-05-22
ENSG00000104881_ENSG00000173039	ENSG00000104881	ENSG00000173039	2	2	3	1999-05-28
ENSG00000104881_ENSG00000104881	ENSG00000104881	ENSG00000104881	2	2	2	2013-05-13
ENSG00000087495_ENSG00000172531	ENSG00000087495	ENSG00000172531	3	4	5	2003-11-14
ENSG00000172531_ENSG00000204569	ENSG00000172531	ENSG00000204569	6	4	7	2004-07-01
ENSG00000112137_ENSG00000172531	ENSG00000112137	ENSG00000172531	1	2	2	2004-05-04
ENSG00000110925_ENSG00000172531	ENSG00000110925	ENSG00000172531	2	2	2	2015-07-16
ENSG00000172531_ENSG00000235194	ENSG00000172531	ENSG00000235194	2	2	2	2017-04-26
ENSG00000154822_ENSG00000172531	ENSG00000154822	ENSG00000172531	2	2	2	2015-07-16
ENSG00000107130_ENSG00000169306	ENSG00000107130	ENSG00000169306	1	2	2	2003-06-15
ENSG00000087191_ENSG00000143257	ENSG00000087191	ENSG00000143257	2	1	2	2005-02-01
ENSG00000023902_ENSG00000087191	ENSG00000023902	ENSG00000087191	1	4	4	2012-11-06
ENSG00000023902_ENSG00000101266	ENSG00000023902	ENSG00000101266	1	2	2	2000-05-12
ENSG00000023902_ENSG00000023902	ENSG00000023902	ENSG00000023902	2	2	2	2008-09-01
ENSG00000087191_ENSG00000091106	ENSG00000087191	ENSG00000091106	2	3	3	2010-03-15
ENSG00000055118_ENSG00000108953	ENSG00000055118	ENSG00000108953	1	2	2	2002-04-15
ENSG00000055118_ENSG00000055118	ENSG00000055118	ENSG00000055118	2	2	2	2014-08-25
ENSG00000108953_ENSG00000144681	ENSG00000108953	ENSG00000144681	1	3	3	2006-04-15
ENSG00000018408_ENSG00000108953	ENSG00000018408	ENSG00000108953	5	3	5	2010-10-01
ENSG00000018408_ENSG00000164924	ENSG00000018408	ENSG00000164924	2	2	2	2010-10-01
ENSG00000018408_ENSG00000159216	ENSG00000018408	ENSG00000159216	1	2	2	2000-12-15
ENSG00000108953_ENSG00000143476	ENSG00000108953	ENSG00000143476	1	2	2	2014-11-01
ENSG00000048052_ENSG00000108953	ENSG00000048052	ENSG00000108953	2	2	2	2010-10-01
ENSG00000048052_ENSG00000081189	ENSG00000048052	ENSG00000081189	2	2	2	2010-10-01
ENSG00000106355_ENSG00000139343	ENSG00000106355	ENSG00000139343	2	1	2	2012-02-24
ENSG00000106355_ENSG00000164167	ENSG00000106355	ENSG00000164167	2	1	2	2012-02-24
ENSG00000106355_ENSG00000130332	ENSG00000106355	ENSG00000130332	2	1	2	2012-02-24
ENSG00000103769_ENSG00000131242	ENSG00000103769	ENSG00000131242	2	3	3	2002-12-20
ENSG00000109079_ENSG00000143878	ENSG00000109079	ENSG00000143878	1	2	2	2009-12-01
ENSG00000109079_ENSG00000204435	ENSG00000109079	ENSG00000204435	1	3	3	2010-07-01
ENSG00000131941_ENSG00000143878	ENSG00000131941	ENSG00000143878	1	2	2	2002-12-01
ENSG00000025293_ENSG00000274618	ENSG00000025293	ENSG00000274618	1	3	3	2006-04-01
ENSG00000025293_ENSG00000197238	ENSG00000025293	ENSG00000197238	1	3	3	2006-04-01
ENSG00000025293_ENSG00000197837	ENSG00000025293	ENSG00000197837	1	3	3	2006-04-01
ENSG00000025293_ENSG00000158406	ENSG00000025293	ENSG00000158406	1	3	3	2006-04-01
ENSG00000025293_ENSG00000278705	ENSG00000025293	ENSG00000278705	1	3	3	2006-04-01
ENSG00000025293_ENSG00000197061	ENSG00000025293	ENSG00000197061	1	3	3	2006-04-01
ENSG00000025293_ENSG00000270882	ENSG00000025293	ENSG00000270882	1	3	3	2006-04-01
ENSG00000025293_ENSG00000270276	ENSG00000025293	ENSG00000270276	1	3	3	2006-04-01
ENSG00000025293_ENSG00000273542	ENSG00000025293	ENSG00000273542	1	3	3	2006-04-01
ENSG00000025293_ENSG00000277157	ENSG00000025293	ENSG00000277157	1	3	3	2006-04-01
ENSG00000025293_ENSG00000276966	ENSG00000025293	ENSG00000276966	1	3	3	2006-04-01
ENSG00000025293_ENSG00000276180	ENSG00000025293	ENSG00000276180	1	3	3	2006-04-01
ENSG00000025293_ENSG00000278637	ENSG00000025293	ENSG00000278637	1	3	3	2006-04-01
ENSG00000025293_ENSG00000275126	ENSG00000025293	ENSG00000275126	1	3	3	2006-04-01
ENSG00000025293_ENSG00000197409	ENSG00000025293	ENSG00000197409	1	4	4	2006-04-01
ENSG00000025293_ENSG00000197153	ENSG00000025293	ENSG00000197153	1	4	4	2006-04-01
ENSG00000025293_ENSG00000278828	ENSG00000025293	ENSG00000278828	1	4	4	2006-04-01
ENSG00000025293_ENSG00000278272	ENSG00000025293	ENSG00000278272	1	4	4	2006-04-01
ENSG00000025293_ENSG00000275714	ENSG00000025293	ENSG00000275714	1	4	4	2006-04-01
ENSG00000025293_ENSG00000273983	ENSG00000025293	ENSG00000273983	1	4	4	2006-04-01
ENSG00000025293_ENSG00000274750	ENSG00000025293	ENSG00000274750	1	4	4	2006-04-01
ENSG00000025293_ENSG00000275379	ENSG00000025293	ENSG00000275379	1	4	4	2006-04-01
ENSG00000025293_ENSG00000277775	ENSG00000025293	ENSG00000277775	1	4	4	2006-04-01
ENSG00000025293_ENSG00000274267	ENSG00000025293	ENSG00000274267	1	4	4	2006-04-01
ENSG00000183955_ENSG00000274618	ENSG00000183955	ENSG00000274618	7	6	9	2005-06-15
ENSG00000183955_ENSG00000197238	ENSG00000183955	ENSG00000197238	7	6	9	2005-06-15
ENSG00000183955_ENSG00000197837	ENSG00000183955	ENSG00000197837	7	6	9	2005-06-15
ENSG00000158406_ENSG00000183955	ENSG00000158406	ENSG00000183955	7	6	9	2005-06-15
ENSG00000183955_ENSG00000278705	ENSG00000183955	ENSG00000278705	7	6	9	2005-06-15
ENSG00000183955_ENSG00000197061	ENSG00000183955	ENSG00000197061	7	6	9	2005-06-15
ENSG00000183955_ENSG00000270882	ENSG00000183955	ENSG00000270882	7	6	9	2005-06-15
ENSG00000183955_ENSG00000270276	ENSG00000183955	ENSG00000270276	7	6	9	2005-06-15
ENSG00000183955_ENSG00000273542	ENSG00000183955	ENSG00000273542	7	6	9	2005-06-15
ENSG00000183955_ENSG00000277157	ENSG00000183955	ENSG00000277157	7	6	9	2005-06-15
ENSG00000183955_ENSG00000276966	ENSG00000183955	ENSG00000276966	7	6	9	2005-06-15
ENSG00000183955_ENSG00000276180	ENSG00000183955	ENSG00000276180	7	6	9	2005-06-15
ENSG00000183955_ENSG00000278637	ENSG00000183955	ENSG00000278637	7	6	9	2005-06-15
ENSG00000183955_ENSG00000275126	ENSG00000183955	ENSG00000275126	7	6	9	2005-06-15
ENSG00000103275_ENSG00000183955	ENSG00000103275	ENSG00000183955	1	3	3	2011-01-01
ENSG00000138069_ENSG00000198853	ENSG00000138069	ENSG00000198853	1	2	2	2005-03-29
ENSG00000167110_ENSG00000198853	ENSG00000167110	ENSG00000198853	1	2	2	2005-03-29
ENSG00000066455_ENSG00000138069	ENSG00000066455	ENSG00000138069	2	3	3	2003-01-20
ENSG00000135596_ENSG00000138069	ENSG00000135596	ENSG00000138069	1	2	2	2003-06-20
ENSG00000108961_ENSG00000132341	ENSG00000108961	ENSG00000132341	2	2	3	2001-03-21
ENSG00000131508_ENSG00000171206	ENSG00000131508	ENSG00000171206	2	2	2	2011-11-29
ENSG00000171206_ENSG00000187555	ENSG00000171206	ENSG00000187555	2	1	2	2012-12-14
ENSG00000171206_ENSG00000171206	ENSG00000171206	ENSG00000171206	3	3	4	2012-01-01
ENSG00000131508_ENSG00000137075	ENSG00000131508	ENSG00000137075	3	2	3	2013-11-01
ENSG00000078369_ENSG00000127928	ENSG00000078369	ENSG00000127928	5	3	5	1998-10-27
ENSG00000078369_ENSG00000104450	ENSG00000078369	ENSG00000104450	1	2	2	2006-05-01
ENSG00000078369_ENSG00000136940	ENSG00000078369	ENSG00000136940	3	3	4	2015-02-24
ENSG00000050327_ENSG00000177885	ENSG00000050327	ENSG00000177885	2	3	3	2013-11-05
ENSG00000072818_ENSG00000177885	ENSG00000072818	ENSG00000177885	2	3	3	2015-03-26
ENSG00000132406_ENSG00000177885	ENSG00000132406	ENSG00000177885	1	3	3	2015-03-26
ENSG00000008735_ENSG00000132406	ENSG00000008735	ENSG00000132406	1	2	2	2015-03-26
ENSG00000131725_ENSG00000177885	ENSG00000131725	ENSG00000177885	2	2	2	2011-06-26
ENSG00000148735_ENSG00000177885	ENSG00000148735	ENSG00000177885	1	3	3	2015-03-26
ENSG00000155629_ENSG00000177885	ENSG00000155629	ENSG00000177885	2	2	2	2011-10-11
ENSG00000011566_ENSG00000177885	ENSG00000011566	ENSG00000177885	3	3	3	2010-10-01
ENSG00000128512_ENSG00000177885	ENSG00000128512	ENSG00000177885	2	2	2	2011-10-11
ENSG00000163138_ENSG00000177885	ENSG00000163138	ENSG00000177885	1	2	2	2015-03-26
ENSG00000114354_ENSG00000177885	ENSG00000114354	ENSG00000177885	2	2	2	2009-05-05
ENSG00000127423_ENSG00000177885	ENSG00000127423	ENSG00000177885	1	2	2	2015-03-26
ENSG00000134215_ENSG00000177885	ENSG00000134215	ENSG00000177885	5	5	5	2008-08-01
ENSG00000113209_ENSG00000177885	ENSG00000113209	ENSG00000177885	1	2	2	2015-03-26
ENSG00000113209_ENSG00000117461	ENSG00000113209	ENSG00000117461	1	2	2	2015-03-26
ENSG00000136238_ENSG00000156299	ENSG00000136238	ENSG00000156299	2	2	2	2001-12-14
ENSG00000059145_ENSG00000136238	ENSG00000059145	ENSG00000136238	1	2	2	2010-03-01
ENSG00000059145_ENSG00000108604	ENSG00000059145	ENSG00000108604	1	2	2	2010-03-01
ENSG00000105404_ENSG00000220205	ENSG00000105404	ENSG00000220205	1	2	2	1997-10-24
ENSG00000105404_ENSG00000105404	ENSG00000105404	ENSG00000105404	2	2	2	2011-09-06
ENSG00000124334_ENSG00000164924	ENSG00000124334	ENSG00000164924	1	3	3	2000-02-01
ENSG00000129673_ENSG00000164924	ENSG00000129673	ENSG00000164924	2	2	3	2001-04-20
ENSG00000110514_ENSG00000164924	ENSG00000110514	ENSG00000164924	2	2	2	2010-10-01
ENSG00000054356_ENSG00000110514	ENSG00000054356	ENSG00000110514	1	2	2	2005-12-01
ENSG00000111913_ENSG00000164924	ENSG00000111913	ENSG00000164924	2	2	2	2014-07-01
ENSG00000116030_ENSG00000174460	ENSG00000116030	ENSG00000174460	2	2	2	2009-07-17
ENSG00000088305_ENSG00000116030	ENSG00000088305	ENSG00000116030	1	3	3	2001-12-14
ENSG00000088305_ENSG00000103275	ENSG00000088305	ENSG00000103275	1	3	3	2001-12-14
ENSG00000116030_ENSG00000142230	ENSG00000116030	ENSG00000142230	2	2	2	2005-02-09
ENSG00000116030_ENSG00000126261	ENSG00000116030	ENSG00000126261	5	3	6	2010-02-18
ENSG00000126261_ENSG00000142230	ENSG00000126261	ENSG00000142230	7	6	7	2005-02-09
ENSG00000088986_ENSG00000197535	ENSG00000088986	ENSG00000197535	2	2	2	2001-04-27
ENSG00000197535_ENSG00000264364	ENSG00000197535	ENSG00000264364	2	3	3	2000-06-15
ENSG00000146425_ENSG00000260325	ENSG00000146425	ENSG00000260325	1	2	2	2004-08-01
ENSG00000113558_ENSG00000132004	ENSG00000113558	ENSG00000132004	2	4	4	2009-02-01
ENSG00000113558_ENSG00000177051	ENSG00000113558	ENSG00000177051	4	5	6	2009-02-01
ENSG00000113558_ENSG00000182325	ENSG00000113558	ENSG00000182325	2	3	3	2009-02-01
ENSG00000113558_ENSG00000134452	ENSG00000113558	ENSG00000134452	4	4	5	2002-07-05
ENSG00000113558_ENSG00000159069	ENSG00000113558	ENSG00000159069	7	5	8	2009-02-01
ENSG00000113558_ENSG00000135722	ENSG00000113558	ENSG00000135722	3	4	4	2009-02-01
ENSG00000111665_ENSG00000113558	ENSG00000111665	ENSG00000113558	3	4	4	2009-02-01
ENSG00000107872_ENSG00000113558	ENSG00000107872	ENSG00000113558	4	4	4	2011-05-13
ENSG00000113558_ENSG00000132879	ENSG00000113558	ENSG00000132879	10	6	12	1999-10-21
ENSG00000113558_ENSG00000178974	ENSG00000113558	ENSG00000178974	2	2	2	2015-09-08
ENSG00000113558_ENSG00000116661	ENSG00000113558	ENSG00000116661	9	5	9	2007-04-03
ENSG00000112029_ENSG00000113558	ENSG00000112029	ENSG00000113558	3	3	4	1999-10-21
ENSG00000005812_ENSG00000113558	ENSG00000005812	ENSG00000113558	2	3	3	1999-10-21
ENSG00000177674_ENSG00000204628	ENSG00000177674	ENSG00000204628	1	2	2	2002-01-01
ENSG00000104960_ENSG00000204628	ENSG00000104960	ENSG00000204628	1	2	2	2014-02-27
ENSG00000107929_ENSG00000204628	ENSG00000107929	ENSG00000204628	3	2	3	2011-10-11
ENSG00000073282_ENSG00000204628	ENSG00000073282	ENSG00000204628	2	2	3	2004-10-01
ENSG00000073282_ENSG00000103275	ENSG00000073282	ENSG00000103275	2	3	3	2004-12-01
ENSG00000073282_ENSG00000134508	ENSG00000073282	ENSG00000134508	1	2	2	2010-08-01
ENSG00000073282_ENSG00000078747	ENSG00000073282	ENSG00000078747	5	3	7	2010-09-15
ENSG00000073282_ENSG00000197451	ENSG00000073282	ENSG00000197451	2	4	4	2003-06-27
ENSG00000073282_ENSG00000073282	ENSG00000073282	ENSG00000073282	3	4	4	2011-02-18
ENSG00000077097_ENSG00000103275	ENSG00000077097	ENSG00000103275	2	3	3	2000-08-25
ENSG00000103275_ENSG00000123737	ENSG00000103275	ENSG00000123737	2	2	2	2010-10-01
ENSG00000087510_ENSG00000103275	ENSG00000087510	ENSG00000103275	2	3	3	2014-06-16
ENSG00000103275_ENSG00000197329	ENSG00000103275	ENSG00000197329	1	2	2	2011-01-01
ENSG00000103275_ENSG00000104447	ENSG00000103275	ENSG00000104447	2	3	4	2007-04-01
ENSG00000103275_ENSG00000118495	ENSG00000103275	ENSG00000118495	1	2	2	2007-01-01
ENSG00000118495_ENSG00000204209	ENSG00000118495	ENSG00000204209	1	2	2	2010-06-01
ENSG00000113575_ENSG00000116014	ENSG00000113575	ENSG00000116014	1	2	2	2008-12-26
ENSG00000113575_ENSG00000167393	ENSG00000113575	ENSG00000167393	2	2	2	2009-01-01
ENSG00000094804_ENSG00000167393	ENSG00000094804	ENSG00000167393	1	2	2	2000-02-01
ENSG00000177575_ENSG00000204435	ENSG00000177575	ENSG00000204435	1	2	2	2001-04-01
ENSG00000096717_ENSG00000204435	ENSG00000096717	ENSG00000204435	1	3	3	2011-11-04
ENSG00000096717_ENSG00000196781	ENSG00000096717	ENSG00000196781	1	2	2	2007-11-15
ENSG00000096717_ENSG00000100603	ENSG00000096717	ENSG00000100603	1	2	2	2010-01-01
ENSG00000096717_ENSG00000159840	ENSG00000096717	ENSG00000159840	1	3	3	2009-01-27
ENSG00000096717_ENSG00000187051	ENSG00000096717	ENSG00000187051	3	4	4	2007-10-26
ENSG00000149929_ENSG00000204435	ENSG00000149929	ENSG00000204435	1	3	3	2007-04-01
ENSG00000119782_ENSG00000198626	ENSG00000119782	ENSG00000198626	2	2	2	2013-02-01
ENSG00000135679_ENSG00000198626	ENSG00000135679	ENSG00000198626	1	3	3	2010-02-24
ENSG00000143632_ENSG00000197530	ENSG00000143632	ENSG00000197530	1	2	2	2003-10-01
ENSG00000101266_ENSG00000112473	ENSG00000101266	ENSG00000112473	1	3	3	2012-02-07
ENSG00000173894_ENSG00000197409	ENSG00000173894	ENSG00000197409	2	2	2	2015-04-06
ENSG00000173894_ENSG00000197153	ENSG00000173894	ENSG00000197153	2	2	2	2015-04-06
ENSG00000173894_ENSG00000278828	ENSG00000173894	ENSG00000278828	2	2	2	2015-04-06
ENSG00000173894_ENSG00000278272	ENSG00000173894	ENSG00000278272	2	2	2	2015-04-06
ENSG00000173894_ENSG00000275714	ENSG00000173894	ENSG00000275714	2	2	2	2015-04-06
ENSG00000173894_ENSG00000273983	ENSG00000173894	ENSG00000273983	2	2	2	2015-04-06
ENSG00000173894_ENSG00000274750	ENSG00000173894	ENSG00000274750	2	2	2	2015-04-06
ENSG00000173894_ENSG00000275379	ENSG00000173894	ENSG00000275379	2	2	2	2015-04-06
ENSG00000173894_ENSG00000277775	ENSG00000173894	ENSG00000277775	2	2	2	2015-04-06
ENSG00000173894_ENSG00000274267	ENSG00000173894	ENSG00000274267	2	2	2	2015-04-06
ENSG00000163939_ENSG00000197409	ENSG00000163939	ENSG00000197409	3	3	3	2015-04-06
ENSG00000163939_ENSG00000197153	ENSG00000163939	ENSG00000197153	3	3	3	2015-04-06
ENSG00000163939_ENSG00000278828	ENSG00000163939	ENSG00000278828	3	3	3	2015-04-06
ENSG00000163939_ENSG00000278272	ENSG00000163939	ENSG00000278272	3	3	3	2015-04-06
ENSG00000163939_ENSG00000275714	ENSG00000163939	ENSG00000275714	3	3	3	2015-04-06
ENSG00000163939_ENSG00000273983	ENSG00000163939	ENSG00000273983	3	3	3	2015-04-06
ENSG00000163939_ENSG00000274750	ENSG00000163939	ENSG00000274750	3	3	3	2015-04-06
ENSG00000163939_ENSG00000275379	ENSG00000163939	ENSG00000275379	3	3	3	2015-04-06
ENSG00000163939_ENSG00000277775	ENSG00000163939	ENSG00000277775	3	3	3	2015-04-06
ENSG00000163939_ENSG00000274267	ENSG00000163939	ENSG00000274267	3	3	3	2015-04-06
ENSG00000113645_ENSG00000197409	ENSG00000113645	ENSG00000197409	1	2	2	2006-07-14
ENSG00000113645_ENSG00000197153	ENSG00000113645	ENSG00000197153	1	2	2	2006-07-14
ENSG00000113645_ENSG00000278828	ENSG00000113645	ENSG00000278828	1	2	2	2006-07-14
ENSG00000113645_ENSG00000278272	ENSG00000113645	ENSG00000278272	1	2	2	2006-07-14
ENSG00000113645_ENSG00000275714	ENSG00000113645	ENSG00000275714	1	2	2	2006-07-14
ENSG00000113645_ENSG00000273983	ENSG00000113645	ENSG00000273983	1	2	2	2006-07-14
ENSG00000113645_ENSG00000274750	ENSG00000113645	ENSG00000274750	1	2	2	2006-07-14
ENSG00000113645_ENSG00000275379	ENSG00000113645	ENSG00000275379	1	2	2	2006-07-14
ENSG00000113645_ENSG00000277775	ENSG00000113645	ENSG00000277775	1	2	2	2006-07-14
ENSG00000113645_ENSG00000274267	ENSG00000113645	ENSG00000274267	1	2	2	2006-07-14
ENSG00000067606_ENSG00000113645	ENSG00000067606	ENSG00000113645	1	3	3	2004-05-07
ENSG00000113645_ENSG00000151718	ENSG00000113645	ENSG00000151718	1	2	2	2014-07-01
ENSG00000176476_ENSG00000197409	ENSG00000176476	ENSG00000197409	1	3	3	2011-06-17
ENSG00000176476_ENSG00000197153	ENSG00000176476	ENSG00000197153	1	3	3	2011-06-17
ENSG00000176476_ENSG00000278828	ENSG00000176476	ENSG00000278828	1	3	3	2011-06-17
ENSG00000176476_ENSG00000278272	ENSG00000176476	ENSG00000278272	1	3	3	2011-06-17
ENSG00000176476_ENSG00000275714	ENSG00000176476	ENSG00000275714	1	3	3	2011-06-17
ENSG00000176476_ENSG00000273983	ENSG00000176476	ENSG00000273983	1	3	3	2011-06-17
ENSG00000176476_ENSG00000274750	ENSG00000176476	ENSG00000274750	1	3	3	2011-06-17
ENSG00000176476_ENSG00000275379	ENSG00000176476	ENSG00000275379	1	3	3	2011-06-17
ENSG00000176476_ENSG00000277775	ENSG00000176476	ENSG00000277775	1	3	3	2011-06-17
ENSG00000176476_ENSG00000274267	ENSG00000176476	ENSG00000274267	1	3	3	2011-06-17
ENSG00000196199_ENSG00000197409	ENSG00000196199	ENSG00000197409	1	2	2	2010-11-03
ENSG00000196199_ENSG00000197153	ENSG00000196199	ENSG00000197153	1	2	2	2010-11-03
ENSG00000196199_ENSG00000278828	ENSG00000196199	ENSG00000278828	1	2	2	2010-11-03
ENSG00000196199_ENSG00000278272	ENSG00000196199	ENSG00000278272	1	2	2	2010-11-03
ENSG00000196199_ENSG00000275714	ENSG00000196199	ENSG00000275714	1	2	2	2010-11-03
ENSG00000196199_ENSG00000273983	ENSG00000196199	ENSG00000273983	1	2	2	2010-11-03
ENSG00000196199_ENSG00000274750	ENSG00000196199	ENSG00000274750	1	2	2	2010-11-03
ENSG00000196199_ENSG00000275379	ENSG00000196199	ENSG00000275379	1	2	2	2010-11-03
ENSG00000196199_ENSG00000277775	ENSG00000196199	ENSG00000277775	1	2	2	2010-11-03
ENSG00000196199_ENSG00000274267	ENSG00000196199	ENSG00000274267	1	2	2	2010-11-03
