orf_id_a	orf_id_b	result	source
100008999	12492	0.0	Lit-BM-LT-17
52876	12544	0.0	Lit-BM-LT-17
14754	12554	0.0	Lit-BS-LT-17
56351	12683		Lit-BS-HT-17
100080502	12686	0.0	Lit-BS-HT-17
14543	12724	0.0	Lit-BM-HT-17
100009730	12865	0.0	Lit-BM-LT-17
100015498	12865		Lit-BM-HT-17
100068532	12865	0.0	Lit-BS-HT-17
13321	12885	0.0	Lit-NB-17
55116	13003		Lit-BM-LT-17
100009262	13195	0.0	Lit-BM-LT-17
13637	13228	0.0	Lit-BS-HT-17
70198	13297	0.0	Lit-BS-LT-17
100014585	13378	0.0	Lit-BS-HT-17
71164	13423	0.0	Lit-BS-LT-17
56677	13531	0.0	Lit-BM-HT-17
100068974	13582	0.0	Lit-BM-LT-17
100015528	13598	0.0	Lit-BS-LT-17
100009344	13710	0.0	Lit-BM-13
71890	13748	1.0	Lit-NB-17
54455	13777	0.0	Lit-BM-13
100000052	13867	0.0	Lit-BS-LT-17
100009264	13956	0.0	Lit-BM-13
70513	14143	0.0	Lit-BM-LT-17
70214	14191	0.0	Lit-NB-17
40080641	14215	0.0	Lit-BS-LT-17
71136	14259	0.0	Lit-BS-HT-17
100011241	14292	0.0	Lit-NB-17
100015982	14399	0.0	Lit-BS-LT-17
100010778	14413	0.0	Lit-BS-HT-17
14638	14543	0.0	Lit-BM-HT-17
55855	14543	0.0	Lit-BM-HT-17
56115	14543	0.0	Lit-BM-HT-17
71456	14543		Lit-BM-HT-17
100080599	14543	0.0	Lit-BM-HT-17
71965	14643	0.0	Lit-BS-HT-17
100011238	14671	0.0	Lit-BM-HT-17
56361	14891	0.0	Lit-NB-17
56155	15065	0.0	Lit-BM-13
53114	15067	0.0	Lit-BS-HT-17
56257	52690	0.0	Lit-BM-13
52912	52694	0.0	Lit-BS-LT-17
100062227	52773	0.0	Lit-BS-HT-17
71385	52973	0.0	Lit-BM-HT-17
71301	52986	0.0	Lit-BM-LT-17
56335	52996	0.0	Lit-BM-LT-17
100070117	53010	0.0	Lit-BS-LT-17
71587	53078	0.0	Lit-BS-HT-17
55899	53112	0.0	Lit-NB-17
55205	53162	0.0	Lit-BS-LT-17
100070227	53258	0.0	Lit-BM-LT-17
100015528	53326	0.0	Lit-BM-13
56382	53448	0.0	Lit-BS-LT-17
100080638	53620	0.0	Lit-BM-LT-17
56119	53625	0.0	Lit-BM-HT-17
56523	53713	0.0	Lit-BS-HT-17
55309	53770	0.0	Lit-BM-LT-17
56582	53834	0.0	Lit-BS-HT-17
56530	53872	0.0	Lit-BS-HT-17
54731	53898	0.0	Lit-NB-17
100068511	54157	0.0	Lit-NB-17
100066416	54220	0.0	Lit-NB-17
100000052	54230	0.0	Lit-BS-LT-17
55703	54233	0.0	Lit-BM-13
56696	54341	0.0	Lit-BS-HT-17
55151	54364		Lit-BS-HT-17
70286	54364	0.0	Lit-BS-HT-17
56086	54455	0.0	Lit-BM-HT-17
100064157	54530	0.0	Lit-BS-LT-17
100064165	54731		Lit-BS-LT-17
55732	54848	0.0	Lit-BS-LT-17
71469	55199	0.0	Lit-BS-LT-17
72179	55210	0.0	Lit-BM-LT-17
56344	55536	0.0	Lit-BS-HT-17
56354	55636	0.0	Lit-BM-HT-17
70285	55636	0.0	Lit-BS-LT-17
56119	55733	0.0	Lit-BM-HT-17
100010648	56198	0.0	Lit-BS-LT-17
100066551	56245	0.0	Lit-BM-13
100068974	56335	0.0	Lit-BM-LT-17
100063969	56644	0.0	Lit-BM-LT-17
100061944	56677	0.0	Lit-NB-17
100080638	56870		Lit-NB-17
100008839	70263	0.0	Lit-BM-LT-17
100062004	70353	0.0	Lit-NB-17
100080764	70513	0.0	Lit-BS-HT-17
100068974	71003	0.0	Lit-BM-LT-17
100010572	72126	0.0	Lit-NB-17
100069176	100000465	0.0	Lit-BM-LT-17
100068511	100009283	0.0	Lit-BM-13
100011238	100009513	0.0	Lit-BM-HT-17
100062227	100009791	0.0	Lit-BM-HT-17
100067435	100009791	0.0	Lit-BS-LT-17
100062530	100010147	0.0	Lit-BM-LT-17
100069094	100011223	0.0	Lit-BM-13
100066551	100011238	0.0	Lit-BM-HT-17
100067220	100011444	0.0	Lit-BM-LT-17
100069128	100062305	1.0	Lit-BM-LT-17
100080776	100080489	0.0	Lit-BS-LT-17
